image_number,nuclei_object_number,center_x,center_y,major_axis_length,minor_axis_length,orientation
2,42,88.37925273496205,684.777181603479,45.22380710099619,15.997405690153624,70.7023200729437
2,45,433.307928104575,764.8822773109242,37.15277528670087,29.36374937686406,-48.52875903648376
2,47,308.0144287033063,813.9769916408172,32.661145459566356,23.431094993670335,39.06622705277138
2,48,,,,,
2,49,321.7417311995647,926.5975217060508,26.347637436728483,12.85413263197298,-42.2586782144561
3,2,281.4158008658008,135.945238095238,18.952008239723117,10.662767916278211,-36.68319660169882
3,3,308.5847222222222,197.1604166666665,23.505034057149917,6.899781386805576,75.13043195751861
3,5,,,,,
3,7,1101.156031746028,380.15492063492036,14.53685441696088,8.244315580050205,81.06696306227684
3,10,223.68912790871713,448.00667620414913,44.93130384164676,25.862933749687333,-42.59309180702808
3,12,657.0148049118634,468.6611181846474,37.246033211860635,11.654802889434148,74.45622770574994
3,13,456.04322941894685,473.48449315521066,36.27160013194023,23.197621029088307,35.45321623378125
3,15,616.7583864924725,583.7248944055765,49.92063100646707,33.37954874821808,-50.01870838624444
3,16,31.572268074914565,640.2138710974249,62.768181225880134,15.9434165554704,-66.94688122129756
3,17,715.156290849673,729.8589869281044,25.65650290591097,9.284484733807444,12.707323817412913
3,18,785.6204585537918,747.9466490299822,25.04329763511857,21.58745255492806,-31.330709516451115
3,19,681.3733751542574,758.9923406250609,29.336535503353172,16.526616922246955,12.81083085499317
3,20,522.4306781050735,789.7823190518906,45.45770752968027,19.15143862055826,-87.42722842416869
3,21,398.04459861775626,793.8246738329894,47.30323238713061,24.183102977758992,-80.37214185891662
3,22,757.2045454545452,799.5768398268397,26.636759796161623,9.991236215188295,-45.5860971931857
3,23,327.3406999815429,848.4273867201919,25.818103366834848,21.401267367483683,79.72283088582833
3,24,,,,,
3,25,394.56477565644207,883.9025509469952,77.4924445889177,26.14567623401965,51.56986016923858
3,26,558.0781430095093,886.8943286010056,30.989730152524025,24.495959695564395,88.66810850164605
3,27,816.7335778855002,927.0529371026718,27.167346789769866,13.91216052017638,8.809051763268286
3,28,77.3,875.85,19.606786167702218,12.985595975273695,-10.876492828832198
4,2,532.1892207288594,132.03713231742975,37.43860530188242,13.849397708908347,45.75504311558851
4,3,634.9628646705258,133.95736257289386,43.82167421843988,38.95599052855033,46.49713641614494
4,7,584.8095238095237,204.30476190476185,36.9013894906373,15.643048220691568,60.15307733636905
4,10,679.2659022382204,290.32126531356613,32.548539015110144,13.3373757729142,50.751826588705285
4,11,,,,,
4,12,885.9,290.6,32.47505828948103,8.553667445206333,68.08717397020973
4,13,730.9619047619045,306.9997493734334,31.949093279804547,15.62351771129791,-44.25702574392367
4,18,1066.6130828630817,436.8136232871526,22.45734762678741,11.420397254564678,51.707209164690994
4,20,225.29166666666652,502.95833333333326,23.938555128408726,3.634491280100169,31.652068384109455
4,21,228.7304997918679,605.6212680688423,50.3999135235485,16.640849686715764,-63.339433010519926
4,24,,,,,
4,25,711.5884918261561,783.3752492025517,21.902602409803844,18.157579538422713,-32.65316641360341
4,26,559.5510941043083,811.2757086167801,18.902361152965295,16.08797279862518,53.09325772166201
4,28,342.06568627450963,830.3907563025208,24.78664353086209,13.117810452460219,45.18443008895372
4,29,612.1430636540327,877.1507653061225,28.23942693023921,15.743039327676453,36.988593835107935
4,30,539.3885207671583,879.7898064680415,19.0457376015287,13.9945690890654,25.50009759352082
5,2,374.76465976784147,181.03066743021276,77.10067819942046,29.14307791459725,-33.14026854927783
5,4,436.8386983514603,322.6744876247807,87.09686279281509,47.57709107431549,-4.3064720762634465
5,5,195.29453601953585,604.1488095238093,68.74603769560356,48.4844354922176,17.44068265840295
5,6,665.9179170478579,643.7539244928786,70.99630201934177,45.0579937099307,-7.68309226275683
5,8,649.578207153289,830.7747037685074,95.64749739467231,45.05675372835057,-2.1233181502414453
5,9,356.6044186890485,859.3261894177925,61.22603330558347,22.04722505971565,-17.33485977411202
6,1,,,,,
6,2,126.97437594108762,381.52228319687526,49.86161192720835,20.445231638972484,-6.058451555920669
6,4,455.84762914230004,655.1442115170403,42.74629073747846,25.122987494756032,33.11074804300098
6,5,436.86864216851586,956.2473592095068,32.78809012476465,18.543553022257214,2.9704111945314935
7,1,584.2631169057737,84.79121042818912,31.516995384283508,22.59920878037446,17.751664478099613
7,2,692.6342656222819,63.987053341721314,46.065182587981184,30.280095781134502,-74.58556804983557
7,3,72.37947550161506,122.3390042261321,41.597634849769726,15.094060952929015,17.110576151410697
7,4,105.48049731816192,221.55065620773513,39.88351860760603,26.22616282998609,-7.5235536194467585
7,8,351.5060630939692,342.9940923145356,78.15933701752405,47.83901753453452,-69.34614645595764
7,11,344.60226989302953,732.5823272704596,61.01812950163551,47.38539237505636,12.232034053216722
8,1,496.3730392156863,83.59901960784315,52.673582623355244,28.523695575330542,86.27314979133912
8,2,679.5825068366008,133.92119897158724,55.45112146853304,28.685251156934914,55.549237895257136
8,3,795.0555555555552,115.14814814814785,20.432371098908078,12.162534131771684,-32.94776303514412
8,4,284.39902032513976,129.70024543761042,35.84542422351125,14.665280740968365,-35.70467218602956
8,5,283.90233711327636,189.8830111888374,47.00625697903616,21.342630707221225,54.08822761678289
8,8,988.7219777937011,313.97044955449866,21.815667326971425,16.47097718208277,59.14594146891288
8,9,265.12,350.06000000000006,26.57148306848853,7.373031760300117,0.25611006156076144
8,10,532.0150827196748,283.7371448420297,38.74147004000127,26.461734983563762,-2.3154141627865386
8,11,1199.2063492063476,382.06547619047603,32.75359953938668,3.7753284579366997,-44.689782129566524
