ImageNumber,ObjectNumber,FileName_TIF,PathName_TIF,AreaShape_Area,AreaShape_BoundingBoxArea,AreaShape_BoundingBoxMaximum_X,AreaShape_BoundingBoxMaximum_Y,AreaShape_BoundingBoxMinimum_X,AreaShape_BoundingBoxMinimum_Y,AreaShape_Center_X,AreaShape_Center_Y,AreaShape_Compactness,AreaShape_ConvexArea,AreaShape_Eccentricity,AreaShape_EquivalentDiameter,AreaShape_EulerNumber,AreaShape_Extent,AreaShape_FormFactor,AreaShape_MajorAxisLength,AreaShape_MaxFeretDiameter,AreaShape_MaximumRadius,AreaShape_MeanRadius,AreaShape_MedianRadius,AreaShape_MinFeretDiameter,AreaShape_MinorAxisLength,AreaShape_Orientation,AreaShape_Perimeter,AreaShape_Solidity,Location_Center_X,Location_Center_Y,Location_Center_Z,Number_Object_Number
4,30,sSP67_18_B6_CRE_007.tif,/Users/sarahpyfrom/Dropbox/Mac/Desktop/Sarah_Satb1_Microscope_ImagesCP/2022_12_16/Good_Handmade_Tifs,4124,5624,600,926,524,852,560.8627546,889.2371484,1.131067428,4221,0.475667851,72.46267924,1,0.733285917,0.884120589,77.41313532,76.69419796,32.75667871,11.99444424,10.63014581,67.17514421,68.09452716,48.3664179,242.1076477,0.977019664,560.8627546,889.2371484,0,30
4,31,sSP67_18_B6_CRE_007.tif,/Users/sarahpyfrom/Dropbox/Mac/Desktop/Sarah_Satb1_Microscope_ImagesCP/2022_12_16/Good_Handmade_Tifs,9536,16576,1129,970,981,858,1064.215394,907.2544044,2.057962466,11377,0.809034901,110.1889845,1,0.575289575,0.485917511,155.3446821,159.2482339,32.64965543,12.28020255,11.40175425,97.00298755,91.30548433,73.28200091,496.6000718,0.838182298,1064.215394,907.2544044,0,31
4,32,sSP67_18_B6_CRE_007.tif,/Users/sarahpyfrom/Dropbox/Mac/Desktop/Sarah_Satb1_Microscope_ImagesCP/2022_12_16/Good_Handmade_Tifs,4620,6794,1200,980,1114,901,1160.25303,940.7056277,1.326326424,4993,0.607038327,76.69658856,1,0.680011775,0.753962209,87.38132823,92.4175308,34.525353,11.77415098,10.19803903,72.12489168,69.43954336,-49.32863925,277.492424,0.925295414,1160.25303,940.7056277,0,32
5,1,sSP71_18_SAT_CRE_003.tif,/Users/sarahpyfrom/Dropbox/Mac/Desktop/Sarah_Satb1_Microscope_ImagesCP/2022_12_16/Good_Handmade_Tifs,11322,17262,450,148,313,22,383.076135,86.35011482,1.397293625,12180,0.532070489,120.0650579,1,0.655891554,0.715669192,131.8533273,136.4734406,50.32891813,18.21563875,16.03121954,116.7004039,111.6402204,-84.04581647,445.8721497,0.92955665,383.076135,86.35011482,0,1
5,2,sSP71_18_SAT_CRE_003.tif,/Users/sarahpyfrom/Dropbox/Mac/Desktop/Sarah_Satb1_Microscope_ImagesCP/2022_12_16/Good_Handmade_Tifs,3960,5250,412,222,337,152,374.3414141,184.9891414,1.099070212,4023,0.36090031,71.00724327,1,0.754285714,0.909859979,73.65978755,74.81310046,33.24154028,11.86530675,10.63014581,68.2,68.69544194,74.84634847,233.8650071,0.984340045,374.3414141,184.9891414,0,2
5,3,sSP71_18_SAT_CRE_003.tif,/Users/sarahpyfrom/Dropbox/Mac/Desktop/Sarah_Satb1_Microscope_ImagesCP/2022_12_16/Good_Handmade_Tifs,4579,5986,113,363,40,281,75.86547281,321.5057873,1.120018446,4654,0.529972937,76.35550979,1,0.764951554,0.892842438,83.07165902,81.88406438,34.05877273,12.56300161,11.18033989,68.27934509,70.44597599,-17.85027665,253.8650071,0.98388483,75.86547281,321.5057873,0,3
5,4,sSP71_18_SAT_CRE_003.tif,/Users/sarahpyfrom/Dropbox/Mac/Desktop/Sarah_Satb1_Microscope_ImagesCP/2022_12_16/Good_Handmade_Tifs,4179,5695,480,354,395,287,438.4187605,323.7016033,1.256687193,4328,0.635238846,72.9442805,1,0.73380158,0.795742971,84.7475161,84.77027781,30.06659276,11.07882768,10,66,65.45184096,-84.82672122,256.8944443,0.965573013,438.4187605,323.7016033,0,4
5,5,sSP71_18_SAT_CRE_003.tif,/Users/sarahpyfrom/Dropbox/Mac/Desktop/Sarah_Satb1_Microscope_ImagesCP/2022_12_16/Good_Handmade_Tifs,4175,5472,232,639,160,563,196.0141317,599.599521,1.134463508,4274,0.208382122,72.90936222,1,0.762975146,0.881473924,73.79670575,75.80237463,35.17101079,12.20765609,10.77032961,71,72.17668278,-1.110204458,243.9655121,0.976836687,196.0141317,599.599521,0,5
5,6,sSP71_18_SAT_CRE_003.tif,/Users/sarahpyfrom/Dropbox/Mac/Desktop/Sarah_Satb1_Microscope_ImagesCP/2022_12_16/Good_Handmade_Tifs,4642,6552,713,684,622,612,668.630978,648.3410168,1.223738758,4872,0.616948846,76.87898261,1,0.708485958,0.817167875,87.2776955,90.35485598,32.06243908,12.03430089,10.77032961,67.32270732,68.68783034,80.44205284,267.1787156,0.952791461,668.630978,648.3410168,0,6
5,7,sSP71_18_SAT_CRE_003.tif,/Users/sarahpyfrom/Dropbox/Mac/Desktop/Sarah_Satb1_Microscope_ImagesCP/2022_12_16/Good_Handmade_Tifs,4117,6278,271,711,198,625,233.4967209,669.3883896,1.209505305,4232,0.727294557,72.40115473,1,0.655782096,0.826784303,87.76928984,88.60022573,29.15475947,11.27100567,10.04987562,58.8,60.2382976,35.70584515,250.1492783,0.972826087,233.4967209,669.3883896,0,7
5,8,sSP71_18_SAT_CRE_003.tif,/Users/sarahpyfrom/Dropbox/Mac/Desktop/Sarah_Satb1_Microscope_ImagesCP/2022_12_16/Good_Handmade_Tifs,6139,7956,686,866,584,788,633.8589347,829.5787588,1.200715005,6292,0.67288955,88.41050597,1,0.771618904,0.832837098,103.375726,102.8396811,36.68787266,13.91503203,12.52996409,76.61191003,76.47146596,82.64440435,304.3502884,0.975683408,633.8589347,829.5787588,0,8
5,9,sSP71_18_SAT_CRE_003.tif,/Users/sarahpyfrom/Dropbox/Mac/Desktop/Sarah_Satb1_Microscope_ImagesCP/2022_12_16/Good_Handmade_Tifs,5929,7920,428,910,338,822,384.4776522,866.0379491,1.123487265,6025,0.513593681,86.88519587,1,0.748611111,0.890085746,93.99262938,94.15412896,39.62322551,14.30804998,12.72792206,79.34432837,80.64882716,48.80825281,289.3208512,0.98406639,384.4776522,866.0379491,0,9
5,10,sSP71_18_SAT_CRE_003.tif,/Users/sarahpyfrom/Dropbox/Mac/Desktop/Sarah_Satb1_Microscope_ImagesCP/2022_12_16/Good_Handmade_Tifs,6630,8740,289,1012,213,897,251.2254902,953.3414781,1.279448543,6893,0.812831804,91.87806148,1,0.758581236,0.781586727,121.2405158,116.1034022,35.0142828,13.47254795,12.36931688,70.42783541,70.62241396,9.861903436,326.492424,0.96184535,251.2254902,953.3414781,0,10
6,1,sSP71_18_SAT_CRE_004.tif,/Users/sarahpyfrom/Dropbox/Mac/Desktop/Sarah_Satb1_Microscope_ImagesCP/2022_12_16/Good_Handmade_Tifs,7139,10355,734,347,639,238,685.4108419,291.3880095,1.246730059,7519,0.402341014,95.33969325,1,0.689425398,0.802098251,100.5425036,110.8557621,42.05948169,14.77372184,13,94,92.04564394,17.08088989,334.4335495,0.949461365,685.4108419,291.3880095,0,1
6,2,sSP71_18_SAT_CRE_004.tif,/Users/sarahpyfrom/Dropbox/Mac/Desktop/Sarah_Satb1_Microscope_ImagesCP/2022_12_16/Good_Handmade_Tifs,4557,6132,143,432,70,348,106.2321703,392.4926487,1.378244056,4787,0.66405461,76.17186229,1,0.743150685,0.725560902,88.73114777,99.86490875,33.24154028,11.84374205,10.44030651,69.05619605,66.34286611,38.79580922,280.9360749,0.951953207,106.2321703,392.4926487,0,2
6,3,sSP71_18_SAT_CRE_004.tif,/Users/sarahpyfrom/Dropbox/Mac/Desktop/Sarah_Satb1_Microscope_ImagesCP/2022_12_16/Good_Handmade_Tifs,3909,6020,325,557,255,471,289.9526733,512.9554873,1.562892884,4262,0.73605926,70.54851792,1,0.649335548,0.639839115,87.53890999,91,28.63564213,9.935143558,8.94427191,63.28633702,59.25658544,34.23379597,277.0782105,0.917175035,289.9526733,512.9554873,0,3
6,4,sSP71_18_SAT_CRE_004.tif,/Users/sarahpyfrom/Dropbox/Mac/Desktop/Sarah_Satb1_Microscope_ImagesCP/2022_12_16/Good_Handmade_Tifs,3973,4896,510,703,438,635,472.4960987,669.1261012,1.118486736,4044,0.355317285,71.12370007,1,0.811478758,0.89406514,73.65053837,75.16648189,33.61547263,11.89527777,10.44030651,67,68.84452812,78.33690321,236.3086579,0.982443126,472.4960987,669.1261012,0,4
6,5,sSP71_18_SAT_CRE_004.tif,/Users/sarahpyfrom/Dropbox/Mac/Desktop/Sarah_Satb1_Microscope_ImagesCP/2022_12_16/Good_Handmade_Tifs,4879,6450,468,1005,382,930,422.9555237,969.0368928,1.147798846,4968,0.574051671,78.81710309,1,0.756434109,0.871232798,87.45917972,85.84287973,34.43835072,12.77910272,11.40175425,69.25388076,71.61324472,73.04909317,265.2792206,0.982085346,422.9555237,969.0368928,0,5
7,1,sSP71_18_SAT_CRE_006.tif,/Users/sarahpyfrom/Dropbox/Mac/Desktop/Sarah_Satb1_Microscope_ImagesCP/2022_12_16/Good_Handmade_Tifs,3965,5325,631,109,556,38,591.0474149,72.77503153,1.122092077,4035,0.471294165,71.05205694,1,0.744600939,0.891192461,75.9771293,75.61084578,32.31098884,11.71642163,10.44030651,65.12436166,67.01001086,68.08945421,236.4507935,0.982651797,591.0474149,72.77503153,0,1
7,2,sSP71_18_SAT_CRE_006.tif,/Users/sarahpyfrom/Dropbox/Mac/Desktop/Sarah_Satb1_Microscope_ImagesCP/2022_12_16/Good_Handmade_Tifs,3910,4824,736,109,664,42,699.4925831,75.34987212,1.096065419,3972,0.401547341,70.5575412,1,0.81053068,0.912354301,73.79441621,73.57309291,33,11.86513224,10.44030651,66,67.58375032,79.13128615,232.0660172,0.984390735,699.4925831,75.34987212,0,2
7,3,sSP71_18_SAT_CRE_006.tif,/Users/sarahpyfrom/Dropbox/Mac/Desktop/Sarah_Satb1_Microscope_ImagesCP/2022_12_16/Good_Handmade_Tifs,4916,6318,122,148,44,67,82.03519121,106.5600081,1.09517748,4988,0.249494659,79.11539422,1,0.778094334,0.913094013,80.433759,81.32035416,38.20994635,13.32048042,11.70469991,77,77.89013583,-21.61766611,260.1076477,0.985565357,82.03519121,106.5600081,0,3
7,4,sSP71_18_SAT_CRE_006.tif,/Users/sarahpyfrom/Dropbox/Mac/Desktop/Sarah_Satb1_Microscope_ImagesCP/2022_12_16/Good_Handmade_Tifs,4736,6068,140,256,58,182,98.41934122,218.748522,1.094988033,4797,0.488755525,77.65347696,1,0.780487805,0.91325199,83.17631386,82.76472679,36.05551275,12.99968243,11.40175425,71.77850546,72.56474552,-76.08377053,255.2792206,0.987283719,98.41934122,218.748522,0,4
7,5,sSP71_18_SAT_CRE_006.tif,/Users/sarahpyfrom/Dropbox/Mac/Desktop/Sarah_Satb1_Microscope_ImagesCP/2022_12_16/Good_Handmade_Tifs,11427,18392,432,307,311,155,368.2025904,224.2875645,1.759150521,12657,0.623722257,120.6205135,1,0.62130274,0.568456189,141.8799401,153.5740864,44.65422712,15.86744583,14.14213562,115.8335054,110.8998946,-15.36481229,502.6000718,0.902820574,368.2025904,224.2875645,0,5
7,6,sSP71_18_SAT_CRE_006.tif,/Users/sarahpyfrom/Dropbox/Mac/Desktop/Sarah_Satb1_Microscope_ImagesCP/2022_12_16/Good_Handmade_Tifs,5778,9035,847,317,708,252,769.911215,281.4773278,2.652052462,7018,0.901845133,85.77166251,1,0.639513005,0.377066447,135.9174232,138.0326048,27.29468813,9.883780443,8.246211251,63.74337172,58.72440532,-88.91157201,438.8183259,0.823311485,769.911215,281.4773278,0,6
7,7,sSP71_18_SAT_CRE_006.tif,/Users/sarahpyfrom/Dropbox/Mac/Desktop/Sarah_Satb1_Microscope_ImagesCP/2022_12_16/Good_Handmade_Tifs,6677,12508,637,357,531,239,580.3230493,299.3682792,1.684849505,7749,0.873122668,92.20314767,1,0.533818356,0.593524821,137.4309082,126.6056871,32.20248438,11.5530637,10.63014581,70.34096136,66.99764609,-33.92793506,375.9898987,0.861659569,580.3230493,299.3682792,0,7
7,8,sSP71_18_SAT_CRE_006.tif,/Users/sarahpyfrom/Dropbox/Mac/Desktop/Sarah_Satb1_Microscope_ImagesCP/2022_12_16/Good_Handmade_Tifs,4106,6351,383,386,310,299,348.1368729,341.6117876,1.292977985,4293,0.546926838,72.30436758,1,0.64651236,0.773408373,79.66989375,86.37129153,32.20248438,11.45372971,10,66.46803743,66.69807406,-20.2435377,258.2914139,0.956440717,348.1368729,341.6117876,0,8
7,9,sSP71_18_SAT_CRE_006.tif,/Users/sarahpyfrom/Dropbox/Mac/Desktop/Sarah_Satb1_Microscope_ImagesCP/2022_12_16/Good_Handmade_Tifs,5068,6432,678,518,582,451,628.6679163,483.8336622,1.165546713,5161,0.738576803,80.32918531,1,0.787935323,0.857966471,97.91601417,97.01546269,33,12.6660389,11.35773137,65.49004006,66.01197515,-78.19752537,272.4507935,0.981980236,628.6679163,483.8336622,0,9
7,10,sSP71_18_SAT_CRE_006.tif,/Users/sarahpyfrom/Dropbox/Mac/Desktop/Sarah_Satb1_Microscope_ImagesCP/2022_12_16/Good_Handmade_Tifs,5089,7300,247,781,174,681,207.5331106,732.301631,1.626285233,5694,0.687202295,80.49544113,1,0.697123288,0.614898285,98.41721087,103.1600698,30.08321791,11.03501061,9.848857802,70.99486918,71.49676812,5.809194638,322.492424,0.893747805,207.5331106,732.301631,0,10
7,11,sSP71_18_SAT_CRE_006.tif,/Users/sarahpyfrom/Dropbox/Mac/Desktop/Sarah_Satb1_Microscope_ImagesCP/2022_12_16/Good_Handmade_Tifs,3917,5390,380,771,303,701,342.0436559,736.5805463,1.126935381,4009,0.459835272,70.62067188,1,0.726716141,0.887362325,75.05357744,76.32168761,32.20248438,11.66736378,10.29563014,65.74039854,66.64789469,-70.0652789,235.5218613,0.977051634,342.0436559,736.5805463,0,11
8,1,sSP79_24_B6_CRE_001.tif,/Users/sarahpyfrom/Dropbox/Mac/Desktop/Sarah_Satb1_Microscope_ImagesCP/2022_12_16/Good_Handmade_Tifs,6369,8064,568,131,472,47,519.327838,90.82257811,1.128954419,6504,0.526028891,90.05144452,1,0.789806548,0.885775354,97.9462328,97.29337079,38.83297568,14.57738235,13,82.49373879,83.3000093,-86.97897249,300.5929291,0.979243542,519.327838,90.82257811,0,1
8,2,sSP79_24_B6_CRE_001.tif,/Users/sarahpyfrom/Dropbox/Mac/Desktop/Sarah_Satb1_Microscope_ImagesCP/2022_12_16/Good_Handmade_Tifs,9819,12769,715,156,602,43,659.7995723,99.60148691,1.117078829,9937,0.40774056,111.8120704,1,0.768971728,0.895191972,117.2460104,117.4137982,51.4781507,18.46914976,16.2788206,106.2941176,107.0570769,-49.26696159,371.2619767,0.988125189,659.7995723,99.60148691,0,2
8,3,sSP79_24_B6_CRE_001.tif,/Users/sarahpyfrom/Dropbox/Mac/Desktop/Sarah_Satb1_Microscope_ImagesCP/2022_12_16/Good_Handmade_Tifs,6269,8742,878,149,785,55,828.7018663,102.7610464,1.189757212,6483,0.276221294,89.34169635,1,0.717112789,0.840507618,91.53544818,93.55746897,41.14608122,14.38161955,12.64911064,86.91653183,87.97417574,38.35098202,306.1492783,0.966990591,828.7018663,102.7610464,0,3
8,4,sSP79_24_B6_CRE_001.tif,/Users/sarahpyfrom/Dropbox/Mac/Desktop/Sarah_Satb1_Microscope_ImagesCP/2022_12_16/Good_Handmade_Tifs,6375,8832,321,167,229,71,274.4116078,116.9838431,1.174774947,6568,0.366633968,90.09385161,1,0.721807065,0.851226869,93.87402522,97.52948272,41.0487515,14.54010464,12.80624847,85.55992052,87.33713271,47.18608065,306.7766953,0.970615104,274.4116078,116.9838431,0,4
8,5,sSP79_24_B6_CRE_001.tif,/Users/sarahpyfrom/Dropbox/Mac/Desktop/Sarah_Satb1_Microscope_ImagesCP/2022_12_16/Good_Handmade_Tifs,7882,10816,366,247,262,143,313.0815783,195.7421974,1.199433773,8153,0.360103017,100.1782117,1,0.728735207,0.833726732,103.9670631,104.3072385,45.96737974,16.32632641,14.31782106,96.02342115,96.9921775,-66.18106745,344.6761902,0.966760702,313.0815783,195.7421974,0,5
8,6,sSP79_24_B6_CRE_001.tif,/Users/sarahpyfrom/Dropbox/Mac/Desktop/Sarah_Satb1_Microscope_ImagesCP/2022_12_16/Good_Handmade_Tifs,4713,6806,1234,276,1151,194,1192.446637,234.8238914,1.155172787,4834,0.349479087,77.46468856,1,0.692477226,0.865671362,80.292636,84.48076704,36.23534186,12.58833788,11.18033989,73.79024326,75.22971679,47.97825568,261.5634919,0.97496897,1192.446637,234.8238914,0,6
8,7,sSP79_24_B6_CRE_001.tif,/Users/sarahpyfrom/Dropbox/Mac/Desktop/Sarah_Satb1_Microscope_ImagesCP/2022_12_16/Good_Handmade_Tifs,13309,18012,766,308,608,194,685.1529792,250.6841987,1.274508117,13890,0.772855573,130.1750556,1,0.738896291,0.784616423,164.8150888,158.3982323,52.0096145,19.12469929,17.4642492,104.6974756,104.5886819,-79.53021591,461.6883835,0.958171346,685.1529792,250.6841987,0,7
8,8,sSP79_24_B6_CRE_001.tif,/Users/sarahpyfrom/Dropbox/Mac/Desktop/Sarah_Satb1_Microscope_ImagesCP/2022_12_16/Good_Handmade_Tifs,7839,10070,1016,338,910,243,963.6453629,291.7286644,1.164104661,7991,0.465532295,99.90457843,1,0.778450844,0.859029289,106.3294696,106.780148,46,16.31563106,14.31782106,94,94.10486546,-74.51953611,338.6345597,0.980978601,963.6453629,291.7286644,0,8
8,9,sSP79_24_B6_CRE_001.tif,/Users/sarahpyfrom/Dropbox/Mac/Desktop/Sarah_Satb1_Microscope_ImagesCP/2022_12_16/Good_Handmade_Tifs,5640,7068,288,362,212,269,250.5554965,313.7356383,1.139683067,5741,0.596474419,84.74120032,1,0.797962649,0.87743692,94.83901711,92.77930804,36.34556369,13.75379517,12.16552506,73.44361999,76.12083824,-3.219993362,284.2081528,0.982407246,250.5554965,313.7356383,0,9
8,10,sSP79_24_B6_CRE_001.tif,/Users/sarahpyfrom/Dropbox/Mac/Desktop/Sarah_Satb1_Microscope_ImagesCP/2022_12_16/Good_Handmade_Tifs,9637,12480,569,364,449,260,509.5419736,311.1142472,1.14238728,9823,0.562328691,110.7709777,1,0.772195513,0.875359887,122.0089159,120.2081528,48,17.95264106,16,99.33936827,100.890857,84.31867462,371.9482682,0.981064848,509.5419736,311.1142472,0,10
8,11,sSP79_24_B6_CRE_001.tif,/Users/sarahpyfrom/Dropbox/Mac/Desktop/Sarah_Satb1_Microscope_ImagesCP/2022_12_16/Good_Handmade_Tifs,5758,7826,1217,449,1126,363,1169.541855,405.7481765,1.145570524,5866,0.368136077,85.62308858,1,0.735752619,0.872927488,88.89400098,90.55385138,40.71854614,14.17610415,12.52996409,82.46043984,82.65114624,-70.66207562,287.9066376,0.981588817,1169.541855,405.7481765,0,11
8,12,sSP79_24_B6_CRE_001.tif,/Users/sarahpyfrom/Dropbox/Mac/Desktop/Sarah_Satb1_Microscope_ImagesCP/2022_12_16/Good_Handmade_Tifs,6150,8004,170,474,78,387,123.2468293,429.335935,1.11587727,6246,0.360062587,88.48967849,1,0.768365817,0.896155901,91.64731573,92.11405973,42.72001873,14.83368864,13,85.4874734,85.50036075,-75.39257443,293.6639969,0.984630163,123.2468293,429.335935,0,12
8,13,sSP79_24_B6_CRE_001.tif,/Users/sarahpyfrom/Dropbox/Mac/Desktop/Sarah_Satb1_Microscope_ImagesCP/2022_12_16/Good_Handmade_Tifs,5184,7047,839,508,752,427,797.3130787,466.222608,1.202684012,5423,0.303976984,81.24330003,1,0.735632184,0.831473596,83.67706089,88.48163651,37.48332963,13.0539804,11.40175425,78.48885271,79.71741014,-71.70748127,279.9066376,0.955928453,797.3130787,466.222608,0,13
8,14,sSP79_24_B6_CRE_001.tif,/Users/sarahpyfrom/Dropbox/Mac/Desktop/Sarah_Satb1_Microscope_ImagesCP/2022_12_16/Good_Handmade_Tifs,5521,7568,448,541,362,453,405.1852925,496.7962326,1.145468082,5669,0.405319655,83.84244466,1,0.729519027,0.873005556,88.02834958,89.05054744,37.80211634,13.56038267,12.04159458,79.02392352,80.47331873,25.99217436,281.9066376,0.973893103,405.1852925,496.7962326,0,14
8,15,sSP79_24_B6_CRE_001.tif,/Users/sarahpyfrom/Dropbox/Mac/Desktop/Sarah_Satb1_Microscope_ImagesCP/2022_12_16/Good_Handmade_Tifs,9155,13677,779,559,682,418,726.6015292,491.7598034,1.398146177,9588,0.842625528,107.9653094,1,0.669371938,0.715232796,148.4628427,146.3215637,40.02499219,15.21850245,13.92838828,83.28354061,79.94723653,23.22219261,401.0609665,0.954839383,726.6015292,491.7598034,0,15
8,16,sSP79_24_B6_CRE_001.tif,/Users/sarahpyfrom/Dropbox/Mac/Desktop/Sarah_Satb1_Microscope_ImagesCP/2022_12_16/Good_Handmade_Tifs,8010,10918,1105,598,999,495,1053.577154,545.1754057,1.160975633,8193,0.254377515,100.9883595,1,0.733650852,0.86134452,103.0899495,106.212052,46.40043103,16.41744734,14.4222051,99.56868522,99.69880553,-60.96542576,341.8477631,0.977663859,1053.577154,545.1754057,0,16
8,17,sSP79_24_B6_CRE_001.tif,/Users/sarahpyfrom/Dropbox/Mac/Desktop/Sarah_Satb1_Microscope_ImagesCP/2022_12_16/Good_Handmade_Tifs,5306,7068,680,659,587,583,632.0559744,619.2120241,1.224727441,5544,0.633365566,82.19372862,1,0.750707414,0.816508201,93.97885725,94.11163584,35.34119409,12.81971251,11.40175425,74.3120651,72.725796,80.15003537,285.764502,0.957070707,632.0559744,619.2120241,0,17
8,18,sSP79_24_B6_CRE_001.tif,/Users/sarahpyfrom/Dropbox/Mac/Desktop/Sarah_Satb1_Microscope_ImagesCP/2022_12_16/Good_Handmade_Tifs,9128,12535,390,707,275,598,333.7218449,650.4384312,1.136963528,9304,0.375327861,107.8059858,1,0.728201037,0.879535689,112.1941339,114.437756,50.24937811,17.67444478,15.55634919,100.4091629,103.9918583,-54.79770734,361.1320344,0.981083405,333.7218449,650.4384312,0,18
8,19,sSP79_24_B6_CRE_001.tif,/Users/sarahpyfrom/Dropbox/Mac/Desktop/Sarah_Satb1_Microscope_ImagesCP/2022_12_16/Good_Handmade_Tifs,8045,12444,875,748,773,626,826.7229335,681.8160348,1.669412667,9249,0.751731176,101.2087552,1,0.646496303,0.599013066,129.9909134,121.3136431,31.95309062,12.5959514,11.70469991,92.02757721,85.72506404,24.28534614,410.8183259,0.869823765,826.7229335,681.8160348,0,19
8,20,sSP79_24_B6_CRE_001.tif,/Users/sarahpyfrom/Dropbox/Mac/Desktop/Sarah_Satb1_Microscope_ImagesCP/2022_12_16/Good_Handmade_Tifs,10357,15113,543,727,416,608,480.8799846,658.0996428,1.367581995,11097,0.534720257,114.8344111,1,0.685304043,0.731217582,128.0968291,131.5294644,45.254834,16.60034288,14.86606875,113.2022246,108.2455533,-72.71498813,421.8893937,0.93331531,480.8799846,658.0996428,0,20
8,21,sSP79_24_B6_CRE_001.tif,/Users/sarahpyfrom/Dropbox/Mac/Desktop/Sarah_Satb1_Microscope_ImagesCP/2022_12_16/Good_Handmade_Tifs,5660,8084,291,725,205,631,245.6021201,676.4111307,1.18199256,5839,0.522619565,84.89131771,1,0.700148441,0.846029014,92.32638489,93.53608929,36.61966685,13.6093845,12.08304597,77.50861182,78.71433698,18.08178974,289.9482682,0.969344066,245.6021201,676.4111307,0,21
8,22,sSP79_24_B6_CRE_001.tif,/Users/sarahpyfrom/Dropbox/Mac/Desktop/Sarah_Satb1_Microscope_ImagesCP/2022_12_16/Good_Handmade_Tifs,5131,7298,699,727,610,645,653.6688755,684.2136036,1.219323958,5370,0.650762768,80.82692685,1,0.703069334,0.82012659,93.39792362,91.78779875,32.55764119,12.43177436,11.18033989,71.68640859,70.91528008,-60.36190922,280.391919,0.955493482,653.6688755,684.2136036,0,22
8,23,sSP79_24_B6_CRE_001.tif,/Users/sarahpyfrom/Dropbox/Mac/Desktop/Sarah_Satb1_Microscope_ImagesCP/2022_12_16/Good_Handmade_Tifs,4657,6059,1275,751,1202,668,1237.672751,706.4167919,1.193465675,4841,0.557603414,77.00309448,1,0.768608681,0.837895904,85.0746457,85.61541917,32.01562119,12.13651724,11,70.34172946,70.62109996,17.82654174,264.2792206,0.961991324,1237.672751,706.4167919,0,23
8,24,sSP79_24_B6_CRE_001.tif,/Users/sarahpyfrom/Dropbox/Mac/Desktop/Sarah_Satb1_Microscope_ImagesCP/2022_12_16/Good_Handmade_Tifs,5497,7224,1215,763,1129,679,1171.191923,721.5151901,1.21143154,5795,0.248247486,83.66001301,1,0.76093577,0.825469675,85.66604691,92.00543462,37.48332963,13.27847163,12,82.56460206,82.98441205,5.584394621,289.2792206,0.948576359,1171.191923,721.5151901,0,24
8,25,sSP79_24_B6_CRE_001.tif,/Users/sarahpyfrom/Dropbox/Mac/Desktop/Sarah_Satb1_Microscope_ImagesCP/2022_12_16/Good_Handmade_Tifs,7045,10640,494,798,399,686,443.7663591,743.1670688,1.38419257,7626,0.676154842,94.70993925,1,0.66212406,0.722442832,111.5866968,117.6520293,38.89730068,14.05649747,12.64911064,91.27970642,82.21256418,25.94225497,350.0609665,0.92381327,443.7663591,743.1670688,0,25
8,26,sSP79_24_B6_CRE_001.tif,/Users/sarahpyfrom/Dropbox/Mac/Desktop/Sarah_Satb1_Microscope_ImagesCP/2022_12_16/Good_Handmade_Tifs,5617,7310,227,794,142,708,184.0480684,750.9245149,1.110769463,5698,0.245811377,84.5682359,1,0.768399453,0.90027682,85.92844275,86.40023148,41.03656906,14.21102038,12.52996409,81.84008798,83.29195887,-41.60554443,280.0071427,0.985784486,184.0480684,750.9245149,0,26
8,27,sSP79_24_B6_CRE_001.tif,/Users/sarahpyfrom/Dropbox/Mac/Desktop/Sarah_Satb1_Microscope_ImagesCP/2022_12_16/Good_Handmade_Tifs,9462,12312,660,845,546,737,600.461319,791.2615726,1.113388191,9584,0.380669943,109.7606149,1,0.768518519,0.898159337,114.333262,115.0043477,51.88448708,18.1781215,16.1245155,104.2007678,105.7252226,-71.98167124,363.8477631,0.987270451,600.461319,791.2615726,0,27
8,28,sSP79_24_B6_CRE_001.tif,/Users/sarahpyfrom/Dropbox/Mac/Desktop/Sarah_Satb1_Microscope_ImagesCP/2022_12_16/Good_Handmade_Tifs,5247,6880,1033,843,953,757,991.8439108,801.4349152,1.194933068,5406,0.51873028,81.73547511,1,0.762645349,0.836866957,88.83902484,92.65527508,37,13.04160578,11.66190379,76.91023054,75.95185367,-32.32567474,280.6934342,0.970588235,991.8439108,801.4349152,0,28
8,29,sSP79_24_B6_CRE_001.tif,/Users/sarahpyfrom/Dropbox/Mac/Desktop/Sarah_Satb1_Microscope_ImagesCP/2022_12_16/Good_Handmade_Tifs,6945,9118,842,858,748,761,794.0018719,807.2286537,1.136782857,7084,0.333729615,94.03535845,1,0.761680193,0.879675475,97.01914823,97.86214794,44.10215414,15.46241305,13.60147051,89.25267762,91.45692802,5.645587135,314.9777054,0.980378317,794.0018719,807.2286537,0,29
8,30,sSP79_24_B6_CRE_001.tif,/Users/sarahpyfrom/Dropbox/Mac/Desktop/Sarah_Satb1_Microscope_ImagesCP/2022_12_16/Good_Handmade_Tifs,8048,10682,481,892,383,783,431.5247266,839.5218688,1.194743025,8305,0.380020487,101.227624,1,0.753416963,0.837000074,105.5393479,110.440029,46.69047012,16.40110169,14.4222051,96.40672226,97.62158232,3.473741448,347.6051224,0.969054786,431.5247266,839.5218688,0,30
