ImageNumber,ObjectNumber,AreaShape_Area,AreaShape_BoundingBoxArea,AreaShape_BoundingBoxMaximum_X,AreaShape_BoundingBoxMaximum_Y,AreaShape_BoundingBoxMinimum_X,AreaShape_BoundingBoxMinimum_Y,AreaShape_Center_X,AreaShape_Center_Y,AreaShape_Compactness,AreaShape_ConvexArea,AreaShape_Eccentricity,AreaShape_EquivalentDiameter,AreaShape_EulerNumber,AreaShape_Extent,AreaShape_FormFactor,AreaShape_MajorAxisLength,AreaShape_MaxFeretDiameter,AreaShape_MaximumRadius,AreaShape_MeanRadius,AreaShape_MedianRadius,AreaShape_MinFeretDiameter,AreaShape_MinorAxisLength,AreaShape_Orientation,AreaShape_Perimeter,AreaShape_Solidity,Children_Nuclei_with_XISTpuncta_Count,Children_XIST_CLOUD_Count,Intensity_IntegratedIntensityEdge_Masked_XIST,Intensity_IntegratedIntensity_Masked_XIST,Intensity_LowerQuartileIntensity_Masked_XIST,Intensity_MADIntensity_Masked_XIST,Intensity_MassDisplacement_Masked_XIST,Intensity_MaxIntensityEdge_Masked_XIST,Intensity_MaxIntensity_Masked_XIST,Intensity_MeanIntensityEdge_Masked_XIST,Intensity_MeanIntensity_Masked_XIST,Intensity_MedianIntensity_Masked_XIST,Intensity_MinIntensityEdge_Masked_XIST,Intensity_MinIntensity_Masked_XIST,Intensity_StdIntensityEdge_Masked_XIST,Intensity_StdIntensity_Masked_XIST,Intensity_UpperQuartileIntensity_Masked_XIST,Location_CenterMassIntensity_X_Masked_XIST,Location_CenterMassIntensity_Y_Masked_XIST,Location_CenterMassIntensity_Z_Masked_XIST,Location_Center_X,Location_Center_Y,Location_Center_Z,Location_MaxIntensity_X_Masked_XIST,Location_MaxIntensity_Y_Masked_XIST,Location_MaxIntensity_Z_Masked_XIST,Number_Object_Number,Parent_Nuclei_X
8,76,79,120,282,695,270,685,276.0886076,689.2405063,1.07232994,84,0.619660203,10.02925341,1,0.658333333,0.932548801,11.3991516,11.40175425,4.242640687,1.972395321,2,8.485281374,8.946854413,-65.24316961,32.627417,0.94047619,1,0,0.185656517,0.713038829,0.004886702,0.003540093,0.915614637,0.015960936,0.018585488,0.007140635,0.009025808,0.007927062,0.003051803,0.003051803,0.004503044,0.004554657,0.012550545,276.0863061,688.3248946,0,276.0886076,689.2405063,0,277,687,0,76,18
8,77,4,4,92,710,90,708,90.5,708.5,0.318309886,4,0,2.256758334,1,1,3.141592654,2,1.414213562,1,1,1,1,2,45,4,1,1,1,0.019882507,0.019882507,0.004730297,0.000991836,0.091846982,0.006225681,0.006225681,0.004970627,0.004970627,0.005233845,0.003692684,0.003692684,0.000913146,0.000913146,0.006225681,90.55103606,708.5763622,0,90.5,708.5,0,91,709,0,77,17
8,78,45,80,1091,734,1081,726,1085.177778,729.7777778,1.342829832,54,0.811803716,7.569397566,1,0.5625,0.744695996,10.43094359,10.29563014,2.828427125,1.407312183,1,5.656854249,6.090945189,45.96614449,27.55634919,0.833333333,1,0,0.113084617,0.233066306,0.003917754,0.001159686,0.416120946,0.008072022,0.008072022,0.004711859,0.005179251,0.005180438,0.00311284,0.00311284,0.001534379,0.001492504,0.006153201,1084.77393,729.8780935,0,1085.177778,729.7777778,0,1083,730,0,78,19
8,79,128,240,1090,741,1075,725,1081.25,733.6171875,1.848425587,168,0.790147857,12.76615297,1,0.533333333,0.541000951,17.81355605,16.2788206,4,1.858809674,1.414213562,11.10050625,10.91821847,38.35684905,54.52691193,0.761904762,1,1,0.190737777,0.632349141,0.003814756,0.001022355,0.139954423,0.007782102,0.008407721,0.004238617,0.004940228,0.004760815,0.003082323,0.003082323,0.001310488,0.001305541,0.005966278,1081.267778,733.4783669,0,1081.25,733.6171875,0,1081,731,0,79,19
8,80,1,1,50,735,49,734,49,734,0,1,0,1.128379167,1,1,inf,0,0,1,1,1,0,0,45,0,1,1,0,0.00343328,0.00343328,0.00343328,0,0,0.00343328,0.00343328,0.00343328,0.00343328,0.00343328,0.00343328,0.00343328,0,0,0.00343328,49,734,0,49,734,0,49,734,0,80,20
8,81,11,20,50,738,45,734,46.90909091,735.8181818,0.358089487,12,0.89759132,3.742410319,1,0.55,2.792598037,5.685865648,4.472135955,1.414213562,1.075311557,1,1.941450687,2.506491987,-56.98124449,7.035533906,0.916666667,1,1,0.031265732,0.038269622,0.003360799,0.000122072,0.028535994,0.00390631,0.00390631,0.00347397,0.003479057,0.003471427,0.003204394,0.003204394,0.000225985,0.000204721,0.003597314,46.93740037,735.8145933,0,46.90909091,735.8181818,0,48,736,0,81,20
8,82,4,4,75,742,73,740,73.5,740.5,0.318309886,4,0,2.256758334,1,1,3.141592654,2,1.414213562,1,1,1,1,2,45,4,1,1,1,0.019256886,0.019256886,0.004547188,0.001007096,0.085052264,0.005996796,0.005996796,0.004814222,0.004814222,0.0049897,0.003723201,0.003723201,0.000820199,0.000820199,0.005996796,73.45245642,740.570523,0,73.5,740.5,0,73,741,0,82,20
8,83,34,54,965,778,956,772,959.7941176,774.4117647,0.965805448,36,0.725624562,6.579524642,1,0.62962963,1.035405217,8.067627804,8.246211251,2.828427125,1.438671608,1.207106781,4.949747468,5.55126074,78.79419914,20.3137085,0.944444444,1,1,0.071915776,0.156115068,0.003707943,0.0009308,0.253752132,0.006179905,0.006439308,0.00423034,0.00459162,0.004531929,0.003097582,0.003097582,0.001008109,0.000992867,0.005546656,959.8038315,774.6653308,0,959.7941176,774.4117647,0,960,776,0,83,21
8,84,33,49,968,783,961,776,964.1212121,779.1818182,0.9549053,36,0.761102646,6.482044814,1,0.673469388,1.047224264,8.228974517,7.211102551,2.236067977,1.396358631,1,4.91934955,5.337571704,38.06515678,19.89949494,0.916666667,1,0,0.068589306,0.142320907,0.003486687,0.000801099,0.310254698,0.00608835,0.00608835,0.004034665,0.004312755,0.004097047,0.003082323,0.003082323,0.000907307,0.000914013,0.005161365,963.8197706,779.108395,0,964.1212121,779.1818182,0,961,779,0,84,21
8,85,27,35,913,784,906,779,908.7037037,781.2222222,0.858910173,28,0.743719387,5.863230143,1,0.771428571,1.164266102,7.19212023,6.32455532,2.828427125,1.375391219,1,4,4.807874401,74.02060315,17.07106781,0.964285714,1,1,0.071259631,0.153734643,0.004551003,0.000946059,0.037351855,0.006515602,0.009430075,0.004750642,0.005693876,0.00546273,0.003295949,0.003295949,0.000965285,0.001579971,0.006435492,908.7248635,781.2530025,0,908.7037037,781.2222222,0,909,781,0,85,22
8,86,49,66,906,789,900,778,902.2040816,782.5918367,1.089373098,53,0.832986757,7.89865417,1,0.742424242,0.917959148,10.79110899,10.04987562,3,1.573326127,1.414213562,5,5.970644283,-3.229585376,25.89949494,0.924528302,1,1,0.087327381,0.217807274,0.003830015,0.000679026,0.07385571,0.004791332,0.006103609,0.003796843,0.004445046,0.00436408,0.003067063,0.003067063,0.000499757,0.000826579,0.005275806,902.2778479,782.5882023,0,902.2040816,782.5918367,0,902,783,0,86,22
8,87,93,156,916,793,903,781,909.1827957,787.2258065,1.235986492,114,0.629327855,10.88169461,1,0.596153846,0.809070331,12.91960953,13.45362405,5,1.973631477,2,9.899494937,10.04034428,-58.9357991,38.00609665,0.815789474,1,1,0.137911036,0.459052409,0.003894865,0.001014725,0.196133372,0.006363012,0.008377204,0.004056207,0.004936047,0.004814222,0.003051804,0.003051804,0.000958654,0.001257687,0.005893797,909.0403536,787.0909786,0,909.1827957,787.2258065,0,909,786,0,87,22
8,88,1,1,900,788,899,787,899,787,0,1,0,1.128379167,1,1,inf,0,0,1,1,1,0,0,45,0,1,1,0,0.003173877,0.003173877,0.003173877,0,0,0.003173877,0.003173877,0.003173877,0.003173877,0.003173877,0.003173877,0.003173877,0,0,0.003173877,899,787,0,899,787,0,899,787,0,88,22
8,89,1,1,960,789,959,788,959,788,0,1,0,1.128379167,1,1,inf,0,0,1,1,1,0,0,45,0,1,1,0,0.003051804,0.003051804,0.003051804,0,0,0.003051804,0.003051804,0.003051804,0.003051804,0.003051804,0.003051804,0.003051804,0,0,0.003051804,959,788,0,959,788,0,959,788,0,89,21
8,90,2,2,907,795,906,793,906,793.5,0,2,1,1.595769122,1,1,inf,2,1,1,1,1,0,0,0,0,1,1,0,0.006179904,0.006179904,0.003089952,4.58E-05,0.003703723,0.00311284,0.00311284,0.003089952,0.003089952,0.00311284,0.003067063,0.003067063,2.29E-05,2.29E-05,0.00311284,906,793.4962963,0,906,793.5,0,906,793,0,90,22
8,91,21,40,381,830,376,822,377.6666667,825.2380952,0.864777536,26,0.835069663,5.170882946,1,0.525,1.156366762,7.193632317,7.071067812,2.236067977,1.252720752,1,3.577708764,3.957535208,-17.13262143,15.10660172,0.807692308,1,1,0.055039289,0.091371018,0.003765163,0.000648509,0.191183858,0.005935759,0.005935759,0.004233791,0.004351001,0.004020752,0.003067063,0.003067063,0.000903799,0.000882116,0.005340657,377.8313293,825.1409486,0,377.6666667,825.2380952,0,379,824,0,91,24
8,92,1,1,385,828,384,827,384,827,0,1,0,1.128379167,1,1,inf,0,0,1,1,1,0,0,45,0,1,1,0,0.003128099,0.003128099,0.003128099,0,0,0.003128099,0.003128099,0.003128099,0.003128099,0.003128099,0.003128099,0.003128099,0,0,0.003128099,384,827,0,384,827,0,384,827,0,92,24
8,93,6,12,377,832,374,828,375.1666667,829.5,0.359610077,8,0.80632878,2.763953196,1,0.5,2.780789705,4.057453749,3.16227766,1,1,1,1.58113883,2.399852349,-24.18323033,5.207106781,0.75,1,0,0.021316853,0.021316853,0.003418021,0.000244144,0.040494647,0.003952087,0.003952087,0.003552809,0.003552809,0.003601129,0.00326543,0.00326543,0.00022364,0.00022364,0.003807126,375.1646385,829.4595562,0,375.1666667,829.5,0,375,829,0,93,24
8,94,2,4,386,831,384,829,384.5,829.5,0,2,1,1.595769122,1,0.5,inf,2.828427125,1.414213562,1,1,1,0,0,-45,0,1,1,0,0.006759747,0.006759747,0.003379873,0.000534066,0.055866247,0.003646906,0.003646906,0.003379873,0.003379873,0.003646906,0.00311284,0.00311284,0.000267033,0.000267033,0.003646906,384.4604966,829.4604966,0,384.5,829.5,0,384,829,0,94,24
8,95,13,20,382,835,378,830,379.5384615,831.4615385,0.477104438,15,0.770144475,4.068428945,1,0.65,2.095977149,5.328987779,5,2,1.14064824,1,2.773500981,3.399198725,40.79831445,8.828427125,0.866666667,1,0,0.035294116,0.046631568,0.003376059,0.000205997,0.070776983,0.004272525,0.004272525,0.003529412,0.003587044,0.003570611,0.003143358,0.003143358,0.000308825,0.000330724,0.003734646,379.5251963,831.3920157,0,379.5384615,831.4615385,0,379,830,0,95,24
8,96,10,20,385,834,381,829,382.5,831.1,0.679801746,12,0.911814623,3.568248232,1,0.5,1.47101711,5.660256038,4.472135955,1.414213562,1.041421356,1,1.788854382,2.324113075,-25.67009587,9.242640687,0.833333333,1,0,0.030334934,0.033646141,0.003158617,9.16E-05,0.017753833,0.003875791,0.003875791,0.003370548,0.003364614,0.003234913,0.003082322,0.003082322,0.000303262,0.00028825,0.00374609,382.49161,831.0843537,0,382.5,831.1,0,383,831,0,96,24
8,97,80,110,346,836,336,825,340.1,830.1375,1.065459665,88,0.653516737,10.09253009,1,0.727272727,0.938562043,11.76559428,11.66190379,4.123105626,1.934044095,2,8.731282501,8.905520264,-20.02392313,32.72792206,0.909090909,1,1,0.125520711,0.594476228,0.004852368,0.002395667,0.14823051,0.006073091,0.015976196,0.0043283,0.007430953,0.007202258,0.003082322,0.003082322,0.000933632,0.003087263,0.009597925,340.2396879,830.1870941,0,340.1,830.1375,0,342,831,0,97,24
8,98,1,1,377,835,376,834,376,834,0,1,0,1.128379167,1,1,inf,0,0,1,1,1,0,0,45,0,1,1,0,0.003158618,0.003158618,0.003158618,0,0,0.003158618,0.003158618,0.003158618,0.003158618,0.003158618,0.003158618,0.003158618,0,0,0.003158618,376,834,0,376,834,0,376,834,0,98,24
8,99,1,1,380,835,379,834,379,834,0,1,0,1.128379167,1,1,inf,0,0,1,1,1,0,0,45,0,1,1,0,0.003158618,0.003158618,0.003158618,0,0,0.003158618,0.003158618,0.003158618,0.003158618,0.003158618,0.003158618,0.003158618,0,0,0.003158618,379,834,0,379,834,0,379,834,0,99,24
9,1,2,2,309,99,308,97,308,97.5,0,2,1,1.595769122,1,1,inf,2,1,1,1,1,0,0,0,0,1,1,1,0.01356527,0.01356527,0.006782635,0.000137333,0.005061927,0.006851302,0.006851302,0.006782635,0.006782635,0.006851302,0.006713969,0.006713969,6.87E-05,6.87E-05,0.006851302,308,97.49493807,0,308,97.5,0,308,97,0,1,1
9,2,20,30,314,110,309,104,310.9,107.05,1.023120977,24,0.726236103,5.046265044,1,0.666666667,0.977401522,6.37251663,5.830951895,2,1.220710678,1,4,4.380756989,-37.25512808,16.03553391,0.833333333,1,1,0.091233688,0.133363847,0.005691615,0.000854505,0.034673463,0.007263294,0.009582666,0.006082246,0.006668192,0.00654612,0.004989699,0.004989699,0.000677377,0.001255485,0.007263294,310.8701373,107.0676201,0,310.9,107.05,0,311,107,0,2,1
9,3,16,25,322,113,317,108,318.6875,110.125,0.775294712,17,0.381170671,4.513516668,1,0.64,1.289832092,4.712429171,4.123105626,2.236067977,1.243307639,1,3.535533906,4.356662864,-60.76739595,12.48528137,0.941176471,1,1,0.058228427,0.104722667,0.005554284,0.000854505,0.025792685,0.006836043,0.008575571,0.005822843,0.006545167,0.006332493,0.005111772,0.005111772,0.000524307,0.001121285,0.00796521,318.6778377,110.1489145,0,318.6875,110.125,0,318,110,0,3,1
9,4,26,36,314,116,308,110,310.4615385,112.2692308,0.89194518,29,0.577716905,5.753627392,1,0.722222222,1.121145136,6.476631305,5.830951895,2.236067977,1.34203547,1,4.850712501,5.286467446,12.39433564,17.07106781,0.896551724,1,1,0.094392306,0.203112837,0.006301976,0.001586938,0.055042972,0.008300907,0.012756542,0.00629282,0.007812032,0.007125963,0.005050736,0.005050736,0.000875373,0.002225656,0.009323263,310.4474495,112.3224401,0,310.4615385,112.2692308,0,311,113,0,4,1
9,5,5,6,351,120,348,118,349.2,118.6,0.431532092,5,0.816496581,2.523132522,1,0.833333333,2.317324754,3.098386677,2.236067977,1,1,1,1,1.788854382,-71.56505118,5.207106781,1,1,1,0.029724575,0.029724575,0.005664912,0.000526437,0.031131023,0.006637675,0.006637675,0.005944915,0.005944915,0.006149386,0.005203326,0.005203326,0.000521993,0.000521993,0.006576639,349.2279261,118.5862423,0,349.2,118.6,0,349,119,0,5,1
9,6,1,1,882,238,881,237,881,237,0,1,0,1.128379167,1,1,inf,0,0,1,1,1,0,0,45,0,1,1,1,0.005371176,0.005371176,0.005371176,0,0,0.005371176,0.005371176,0.005371176,0.005371176,0.005371176,0.005371176,0.005371176,0,0,0.005371176,881,237,0,881,237,0,881,237,0,6,5
9,7,11,16,883,245,879,241,880.2727273,242.3636364,0.613258831,13,0.784402071,3.742410319,1,0.6875,1.630632858,4.886043897,4.242640687,2,1.090909091,1,2.529822128,3.030581837,38.23207182,9.207106781,0.846153846,1,0,0.062958723,0.070893414,0.005611505,0.001068131,0.050584158,0.007705806,0.007934691,0.006295872,0.006444856,0.006584268,0.005020218,0.005020218,0.000998626,0.001062335,0.007625696,880.3194145,242.344167,0,880.2727273,242.3636364,0,880,242,0,7,5
9,8,16,20,886,246,882,241,883.625,242.5625,0.74545316,16,0.600159158,4.513516668,1,0.8,1.341465907,5.042040092,4.472135955,2,1.239276695,1,3,4.03303009,23.74477646,12.24264069,1,1,1,0.06977951,0.108934162,0.00640879,0.000701915,0.075961752,0.007629512,0.009170672,0.006343592,0.006808385,0.006927596,0.005111773,0.005111773,0.000809163,0.001083058,0.007629512,883.5860765,242.4972685,0,883.625,242.5625,0,884,242,0,8,5
9,9,3,4,709,246,707,244,707.6666667,244.3333333,0.309207662,3,0.816496581,1.954410048,1,0.75,3.234072507,2.309401077,1.414213562,1,1,1,0.707106781,1.333333333,-45,3.414213562,1,1,1,0.016449225,0.016449225,0.005340657,0.000251774,0.013807738,0.005798428,0.005798428,0.005483075,0.005483075,0.005577172,0.005294881,0.005294881,0.000224376,0.000224376,0.005798428,707.6781076,244.3256029,0,707.6666667,244.3333333,0,708,244,0,9,4
9,10,39,64,706,250,698,242,701.2307692,245.4615385,1.000378944,44,0.634764375,7.04672564,1,0.609375,0.9996212,8.182107236,7.615773106,3,1.510636786,1.414213562,5.656854249,6.322361373,43.79307519,22.14213562,0.886363636,1,1,0.130907146,0.390951394,0.007324331,0.001838712,0.176825447,0.01060502,0.020599682,0.007272619,0.010024395,0.008751049,0.00515755,0.00515755,0.001441097,0.003906178,0.01214618,701.055033,245.4419422,0,701.2307692,245.4615385,0,701,245,0,10,4
9,11,1,1,865,248,864,247,864,247,0,1,0,1.128379167,1,1,inf,0,0,1,1,1,0,0,45,0,1,1,1,0.005188067,0.005188067,0.005188067,0,0,0.005188067,0.005188067,0.005188067,0.005188067,0.005188067,0.005188067,0.005188067,0,0,0.005188067,864,247,0,864,247,0,864,247,0,11,5
9,12,3,4,890,248,888,246,888.6666667,246.6666667,0.309207662,3,0.816496581,1.954410048,1,0.75,3.234072507,2.309401077,1.414213562,1,1,1,0.707106781,1.333333333,45,3.414213562,1,1,1,0.017395286,0.017395286,0.005809873,0.000106812,0.009031196,0.005874723,0.005874723,0.005798429,0.005798429,0.005867094,0.005661098,0.005661098,9.73E-05,9.73E-05,0.005874723,888.6622807,246.6745614,0,888.6666667,246.6666667,0,888,247,0,12,5
9,13,1,1,868,273,867,272,867,272,0,1,0,1.128379167,1,1,inf,0,0,1,1,1,0,0,45,0,1,1,1,0.006134127,0.006134127,0.006134127,0,0,0.006134127,0.006134127,0.006134127,0.006134127,0.006134127,0.006134127,0.006134127,0,0,0.006134127,867,272,0,867,272,0,867,272,0,13,5
9,14,2,2,599,280,597,279,597.5,279,0,2,1,1.595769122,1,1,inf,2,1,1,1,1,0,0,90,0,1,1,1,0.010666057,0.010666057,0.005333029,0.000381475,0.017882677,0.005523766,0.005523766,0.005333029,0.005333029,0.005523766,0.005142291,0.005142291,0.000190738,0.000190738,0.005523766,597.5178827,279,0,597.5,279,0,598,279,0,14,6
9,15,1,1,642,286,641,285,641,285,0,1,0,1.128379167,1,1,inf,0,0,1,1,1,0,0,45,0,1,1,1,0.006683452,0.006683452,0.006683452,0,0,0.006683452,0.006683452,0.006683452,0.006683452,0.006683452,0.006683452,0.006683452,0,0,0.006683452,641,285,0,641,285,0,641,285,0,15,6
9,16,25,35,594,297,589,290,591.32,292.72,0.927622987,27,0.699957473,5.641895835,1,0.714285714,1.078024169,6.780594767,6.32455532,2.236067977,1.315716889,1,4,4.842595854,8.661474481,17.07106781,0.925925926,1,0,0.110154878,0.197344935,0.006210422,0.001770047,0.212170622,0.010635538,0.010635538,0.007343659,0.007893797,0.007866026,0.0049897,0.0049897,0.001817148,0.001722541,0.009613184,591.1237145,292.6394494,0,591.32,292.72,0,590,291,0,16,6
9,17,3,4,281,294,279,292,279.6666667,292.6666667,0.309207662,3,0.816496581,1.954410048,1,0.75,3.234072507,2.309401077,1.414213562,1,1,1,0.707106781,1.333333333,45,3.414213562,1,1,1,0.020721751,0.020721751,0.006622415,0.001228351,0.06016198,0.0081178,0.0081178,0.00690725,0.00690725,0.007530327,0.005661097,0.005661097,0.00100326,0.00100326,0.0081178,279.7268041,292.6649485,0,279.6666667,292.6666667,0,280,293,0,17,8
9,18,26,36,592,301,586,295,588.4230769,297.3461538,0.831781997,27,0.707728756,5.753627392,1,0.722222222,1.202238091,6.847730625,5.830951895,2.236067977,1.353595589,1,4.160251472,4.837813894,-49.87354507,16.48528137,0.962962963,1,1,0.105455104,0.234119177,0.006584268,0.002319371,0.262151712,0.011413749,0.014068818,0.007532507,0.009004584,0.009094378,0.005249104,0.005249104,0.002221782,0.002720979,0.011383231,588.2059571,297.199244,0,588.4230769,297.3461538,0,588,297,0,18,6
9,19,10,12,279,301,276,297,277.2,298.7,0.536006806,11,0.791741359,3.568248232,1,0.833333333,1.865647953,4.541385055,3.605551275,1.414213562,1.041421356,1,2,2.774134421,-18.22222088,8.207106781,0.909090909,1,1,0.092835889,0.110688946,0.008339055,0.00343328,0.121741211,0.014373999,0.017853057,0.010315099,0.011068895,0.010177768,0.006744488,0.006744488,0.00294899,0.003597327,0.014267186,277.2827405,298.6106976,0,277.2,298.7,0,277,299,0,19,8
9,20,1,1,593,300,592,299,592,299,0,1,0,1.128379167,1,1,inf,0,0,1,1,1,0,0,45,0,1,1,0,0.005279621,0.005279621,0.005279621,0,0,0.005279621,0.005279621,0.005279621,0.005279621,0.005279621,0.005279621,0.005279621,0,0,0.005279621,592,299,0,592,299,0,592,299,0,20,6
9,21,2,2,268,302,267,300,267,300.5,0,2,1,1.595769122,1,1,inf,2,1,1,1,1,0,0,0,0,1,1,1,0.011978332,0.011978332,0.005989166,0.000381477,0.015923635,0.006179905,0.006179905,0.005989166,0.005989166,0.006179905,0.005798427,0.005798427,0.000190739,0.000190739,0.006179905,267,300.4840764,0,267,300.5,0,267,300,0,21,8
9,22,10,16,277,303,273,299,274.7,300.4,0.62023577,12,0.883542619,3.568248232,1,0.625,1.612290114,5.186475084,4.242640687,1.414213562,1.041421356,1,1.788854382,2.429089583,35.43738699,8.828427125,0.833333333,1,1,0.079362174,0.091966126,0.007888914,0.001678492,0.071688774,0.011657893,0.012603953,0.008818019,0.009196613,0.009369039,0.005325398,0.005325398,0.001829379,0.002074117,0.011444267,274.734362,300.4629169,0,274.7,300.4,0,275,301,0,22,8
9,23,8,9,274,303,271,300,271.875,300.875,0.546802299,8,0.612372436,3.191538243,1,0.888888889,1.828814549,3.464101615,2.828427125,1.414213562,1.051776695,1,2,2.738612788,45,7.414213562,1,1,0,0.071656366,0.088563361,0.008560311,0.002502481,0.10191105,0.015671015,0.016906995,0.010236624,0.01107042,0.010833906,0.007202258,0.007202258,0.002568602,0.003261828,0.015671015,271.7987595,300.9426258,0,271.875,300.875,0,272,301,0,23,8
9,24,4,4,282,302,280,300,280.5,300.5,0.318309886,4,0,2.256758334,1,1,3.141592654,2,1.414213562,1,1,1,1,2,45,4,1,1,1,0.030106053,0.030106053,0.00608835,0.002639811,0.096960021,0.009231709,0.009231709,0.007526513,0.007526513,0.008728161,0.006057832,0.006057832,0.001464325,0.001464325,0.009231709,280.5088697,300.5965535,0,280.5,300.5,0,281,301,0,24,8
9,25,2,2,263,303,262,301,262,301.5,0,2,1,1.595769122,1,1,inf,2,1,1,1,1,0,0,0,0,1,1,0,0.012207218,0.012207218,0.006103609,0.000427254,0.017500038,0.006317236,0.006317236,0.006103609,0.006103609,0.006317236,0.005889982,0.005889982,0.000213627,0.000213627,0.006317236,262,301.5175,0,262,301.5,0,262,302,0,25,8
9,26,2,2,266,303,264,302,264.5,302,0,2,1,1.595769122,1,1,inf,2,1,1,1,1,0,0,90,0,1,1,0,0.011734188,0.011734188,0.005867094,0.000839245,0.035760659,0.006286716,0.006286716,0.005867094,0.005867094,0.006286716,0.005447472,0.005447472,0.000419622,0.000419622,0.006286716,264.4642393,302,0,264.5,302,0,264,302,0,26,8
9,27,4,4,287,303,285,301,285.5,301.5,0.318309886,4,0,2.256758334,1,1,3.141592654,2,1.414213562,1,1,1,1,2,45,4,1,1,1,0.03167773,0.03167773,0.006713971,0.002502479,0.091293669,0.009491111,0.009491111,0.007919433,0.007919433,0.009216449,0.006256199,0.006256199,0.001446713,0.001446713,0.009491111,285.5905587,301.5115607,0,285.5,301.5,0,286,302,0,27,8
9,28,4,6,264,306,262,303,262.25,304,0.424876091,4,0.790569415,2.256758334,1,0.666666667,2.353627376,2.828427125,2,1,1,1,1,1.732050808,0,4.621320344,1,1,1,0.023514153,0.023514153,0.005340658,0.000656139,0.036081678,0.006927596,0.006927596,0.005878538,0.005878538,0.005951019,0.00529488,0.00529488,0.000658739,0.000658739,0.006927596,262.2271253,303.972096,0,262.25,304,0,262,304,0,28,8
9,29,8,9,272,307,269,304,269.875,305.125,0.546802299,8,0.612372436,3.191538243,1,0.888888889,1.828814549,3.464101615,2.828427125,1.414213562,1.051776695,1,2,2.738612788,-45,7.414213562,1,1,1,0.051865414,0.06408789,0.005630579,0.002426183,0.092602793,0.010559242,0.012222476,0.007409345,0.008010986,0.007995727,0.005096514,0.005096514,0.001923758,0.002402508,0.010559242,269.8088096,305.1897619,0,269.875,305.125,0,270,305,0,29,8
9,30,6,9,275,307,272,304,273.1666667,304.8333333,0.516863141,6,0.674199862,2.763953196,1,0.666666667,1.934748137,3.12694384,2.236067977,1.414213562,1.069035594,1,1.414213562,2.309401077,-45,6.242640687,1,1,1,0.03616388,0.047104599,0.006927595,0.002197299,0.076245142,0.009704737,0.010940719,0.007232776,0.007850766,0.007507438,0.005096514,0.005096514,0.001482058,0.001933902,0.010322728,273.1528992,304.7583415,0,273.1666667,304.8333333,0,273,305,0,30,8
9,31,4,6,269,308,267,305,267.75,306,0.424876091,4,0.790569415,2.256758334,1,0.666666667,2.353627376,2.828427125,2,1,1,1,1,1.732050808,0,4.621320344,1,1,0,0.031967651,0.031967651,0.006546121,0.002410924,0.120503592,0.01107805,0.01107805,0.007991913,0.007991913,0.008957045,0.005386434,0.005386434,0.002198554,0.002198554,0.01107805,267.7952267,305.8883055,0,267.75,306,0,268,306,0,31,8
9,32,9,12,279,308,276,304,276.8888889,305.4444444,0.513579949,10,0.860662966,3.385137501,1,0.75,1.947116515,4.618802154,3.605551275,1.414213562,1.046023729,1,1.788854382,2.351778943,-26.56505118,7.621320344,0.9,1,0,0.05493248,0.063141833,0.005970092,0.00124361,0.101325562,0.009292744,0.009292744,0.00686656,0.007015759,0.007049669,0.005432212,0.005432212,0.001330754,0.001323715,0.008312352,276.8269696,305.5246496,0,276.8888889,305.4444444,0,276,306,0,32,8
9,33,2,2,471,307,470,305,470,305.5,0,2,1,1.595769122,1,1,inf,2,1,1,1,1,0,0,0,0,1,1,1,0.014404517,0.014404517,0.007202258,0.000549326,0.019067829,0.007476921,0.007476921,0.007202258,0.007202258,0.007476921,0.006927595,0.006927595,0.000274663,0.000274663,0.007476921,470,305.5190678,0,470,305.5,0,470,306,0,33,7
9,34,2,2,295,309,294,307,294,307.5,0,2,1,1.595769122,1,1,inf,2,1,1,1,1,0,0,0,0,1,1,1,0.010238804,0.010238804,0.005119402,0.000106813,0.005216107,0.005172809,0.005172809,0.005119402,0.005119402,0.005172809,0.005065995,0.005065995,5.34E-05,5.34E-05,0.005172809,294,307.5052161,0,294,307.5,0,294,308,0,34,8
9,35,2,2,260,310,259,308,259,308.5,0,2,1,1.595769122,1,1,inf,2,1,1,1,1,0,0,0,0,1,1,1,0.012100404,0.012100404,0.006050202,0.000564585,0.023329159,0.006332494,0.006332494,0.006050202,0.006050202,0.006332494,0.00576791,0.00576791,0.000282292,0.000282292,0.006332494,259,308.5233292,0,259,308.5,0,259,309,0,35,8
9,36,22,35,277,315,272,308,274.2272727,310.6818182,0.983015087,25,0.750958886,5.292567428,1,0.628571429,1.017278384,6.623878418,6.32455532,2.236067977,1.267860101,1,4,4.374071234,-18.86363992,16.48528137,0.88,1,1,0.127656976,0.289188981,0.00749218,0.004501412,0.134672888,0.015716793,0.028473334,0.009118355,0.013144954,0.01200885,0.005020218,0.005020218,0.003107583,0.006904983,0.016113527,274.3598565,310.6581891,0,274.2272727,310.6818182,0,275,311,0,36,8
9,37,13,15,265,314,260,311,262.3076923,312,0.71775717,13,0.784101278,4.068428945,1,0.866666667,1.393228854,5.055900531,4.123105626,2,1.185708736,1,2,3.137858162,90,10.82842712,1,1,1,0.068192566,0.101350419,0.005931944,0.001441978,0.08627226,0.010498207,0.012985427,0.006819257,0.007796186,0.006607156,0.005035477,0.005035477,0.001762393,0.00246876,0.010341802,262.2916291,312.0847636,0,262.3076923,312,0,262,312,0,37,8
