ImageNumber,ObjectNumber,AreaShape_Area,AreaShape_BoundingBoxArea,AreaShape_BoundingBoxMaximum_X,AreaShape_BoundingBoxMaximum_Y,AreaShape_BoundingBoxMinimum_X,AreaShape_BoundingBoxMinimum_Y,AreaShape_Center_X,AreaShape_Center_Y,AreaShape_Compactness,AreaShape_ConvexArea,AreaShape_Eccentricity,AreaShape_EquivalentDiameter,AreaShape_EulerNumber,AreaShape_Extent,AreaShape_FormFactor,AreaShape_MajorAxisLength,AreaShape_MaxFeretDiameter,AreaShape_MaximumRadius,AreaShape_MeanRadius,AreaShape_MedianRadius,AreaShape_MinFeretDiameter,AreaShape_MinorAxisLength,AreaShape_Orientation,AreaShape_Perimeter,AreaShape_Solidity,Children_Nuclei_with_XISTpuncta_Count,Children_XIST_CLOUD_Count,Intensity_IntegratedIntensityEdge_Masked_XIST,Intensity_IntegratedIntensity_Masked_XIST,Intensity_LowerQuartileIntensity_Masked_XIST,Intensity_MADIntensity_Masked_XIST,Intensity_MassDisplacement_Masked_XIST,Intensity_MaxIntensityEdge_Masked_XIST,Intensity_MaxIntensity_Masked_XIST,Intensity_MeanIntensityEdge_Masked_XIST,Intensity_MeanIntensity_Masked_XIST,Intensity_MedianIntensity_Masked_XIST,Intensity_MinIntensityEdge_Masked_XIST,Intensity_MinIntensity_Masked_XIST,Intensity_StdIntensityEdge_Masked_XIST,Intensity_StdIntensity_Masked_XIST,Intensity_UpperQuartileIntensity_Masked_XIST,Location_CenterMassIntensity_X_Masked_XIST,Location_CenterMassIntensity_Y_Masked_XIST,Location_CenterMassIntensity_Z_Masked_XIST,Location_Center_X,Location_Center_Y,Location_Center_Z,Location_MaxIntensity_X_Masked_XIST,Location_MaxIntensity_Y_Masked_XIST,Location_MaxIntensity_Z_Masked_XIST,Number_Object_Number,Parent_Nuclei_X
2,70,2,2,22,811,20,810,20.5,810,0,2,1,1.595769122,1,1,inf,2,1,1,1,1,0,0,90,0,1,1,1,0.011642633,0.011642633,0.005821317,0.000534065,0.022935751,0.006088349,0.006088349,0.005821317,0.005821317,0.006088349,0.005554284,0.005554284,0.000267033,0.000267033,0.006088349,20.52293575,810,0,20.5,810,0,21,810,0,70,13
2,71,2,2,32,818,30,817,30.5,817,0,2,1,1.595769122,1,1,inf,2,1,1,1,1,0,0,90,0,1,1,1,0.013809413,0.013809413,0.006904706,0.000503547,0.018232039,0.00715648,0.00715648,0.006904706,0.006904706,0.00715648,0.006652933,0.006652933,0.000251774,0.000251774,0.00715648,30.48176796,817,0,30.5,817,0,30,817,0,71,13
2,72,10,12,850,904,846,901,847.8,902,0.62023577,10,0.612372436,3.568248232,1,0.833333333,1.612290114,3.919183588,3.16227766,2,1.141421356,1,2,3.098386677,90,8.828427125,1,1,1,0.045883879,0.057953764,0.005584802,0.000320439,0.019856767,0.006225681,0.006286716,0.005735485,0.005795376,0.005783169,0.005432212,0.005432212,0.000273647,0.000294843,0.006164645,847.8135861,902.0144813,0,847.8,902,0,847,902,0,72,14
2,73,7,8,840,906,836,904,837.2857143,904.5714286,0.590491988,7,0.888665622,2.985410661,1,0.875,1.69350308,4.155374706,3.16227766,1,1,1,1,1.905471133,81.65037788,7.207106781,1,1,1,0.042145418,0.042145418,0.005920501,0.000259403,0.033520996,0.006424049,0.006424049,0.006020774,0.006020774,0.00608072,0.005355917,0.005355917,0.000334294,0.000334294,0.006401159,837.2559739,904.5868935,0,837.2857143,904.5714286,0,836,905,0,73,14
3,1,17,35,1003,34,998,27,999.5294118,29.76470588,0.846777822,20,0.855694238,4.652426492,1,0.485714286,1.180947321,7.172333985,6.32455532,1.414213562,1.073096511,1,3.395498751,3.711552006,-21.96403134,13.44974747,0.85,1,1,0.080460818,0.099885552,0.004882886,0.001037613,0.142857001,0.008346685,0.008346685,0.005747201,0.005875621,0.005653467,0.003997863,0.003997863,0.001205802,0.00123264,0.00700389,999.4560036,29.88725942,0,999.5294118,29.76470588,0,998,32,0,1,1
3,2,8,8,1020,34,1018,30,1018.5,31.5,0.636619772,8,0.894427191,3.191538243,1,1,1.570796327,4.472135955,3.16227766,1,1,1,1,2,0,8,1,1,1,0.062043183,0.062043183,0.007309072,0.001220723,0.154499305,0.009857329,0.009857329,0.007755398,0.007755398,0.008636606,0.004882887,0.004882887,0.001729187,0.001729187,0.009597925,1018.461141,31.35046731,0,1018.5,31.5,0,1018,31,0,2,1
3,3,2,2,984,35,982,34,982.5,34,0,2,1,1.595769122,1,1,inf,2,1,1,1,1,0,0,90,0,1,1,1,0.009597925,0.009597925,0.004798963,0.000747692,0.0389507,0.005172809,0.005172809,0.004798963,0.004798963,0.005172809,0.004425117,0.004425117,0.000373846,0.000373846,0.005172809,982.5389507,34,0,982.5,34,0,983,34,0,3,1
3,4,1,1,1004,36,1003,35,1003,35,0,1,0,1.128379167,1,1,inf,0,0,1,1,1,0,0,45,0,1,1,1,0.004592965,0.004592965,0.004592965,0,0,0.004592965,0.004592965,0.004592965,0.004592965,0.004592965,0.004592965,0.004592965,0,0,0.004592965,1003,35,0,1003,35,0,1003,35,0,4,1
3,5,21,24,998,39,992,35,994.6190476,36.42857143,0.768691144,21,0.747370456,5.170882946,1,0.875,1.300912608,6.258173506,5.385164807,2,1.297268604,1,3,4.157977767,-82.79750179,14.24264069,1,1,1,0.067032878,0.125200267,0.004592966,0.001388571,0.132177936,0.008804454,0.009857328,0.005156375,0.005961917,0.006172274,0.003936827,0.003936827,0.001312132,0.001644028,0.006839856,994.4961609,36.37989032,0,994.6190476,36.42857143,0,994,36,0,5,1
3,6,3,4,981,38,979,36,979.6666667,36.66666667,0.309207662,3,0.816496581,1.954410048,1,0.75,3.234072507,2.309401077,1.414213562,1,1,1,0.707106781,1.333333333,45,3.414213562,1,1,1,0.019287406,0.019287406,0.005546655,0.002067598,0.096903696,0.008789198,0.008789198,0.006429135,0.006429135,0.007316702,0.004654002,0.004654002,0.001738115,0.001738115,0.008789198,979.6969937,36.75870252,0,979.6666667,36.66666667,0,980,37,0,6,1
3,7,4,4,973,40,971,38,971.5,38.5,0.318309886,4,0,2.256758334,1,1,3.141592654,2,1.414213562,1,1,1,1,2,45,4,1,1,1,0.023361564,0.023361564,0.005477989,0.000167849,0.039127425,0.006759747,0.006759747,0.005840391,0.005840391,0.005645839,0.005477989,0.005477989,0.000535195,0.000535195,0.006759747,971.5238406,38.53102548,0,971.5,38.5,0,972,39,0,7,1
3,8,1,1,1019,40,1018,39,1018,39,0,1,0,1.128379167,1,1,inf,0,0,1,1,1,0,0,45,0,1,1,1,0.004715038,0.004715038,0.004715038,0,0,0.004715038,0.004715038,0.004715038,0.004715038,0.004715038,0.004715038,0.004715038,0,0,0.004715038,1018,39,0,1018,39,0,1018,39,0,8,1
3,9,2,2,980,45,979,43,979,43.5,0,2,1,1.595769122,1,1,inf,2,1,1,1,1,0,0,0,0,1,1,1,0.013031205,0.013031205,0.006515603,0.001495384,0.057377029,0.007263294,0.007263294,0.006515603,0.006515603,0.007263294,0.005767911,0.005767911,0.000747692,0.000747692,0.007263294,979,43.44262297,0,979,43.5,0,979,43,0,9,1
3,10,2,2,992,46,991,44,991,44.5,0,2,1,1.595769122,1,1,inf,2,1,1,1,1,0,0,0,0,1,1,1,0.008834974,0.008834974,0.004417487,0.000320439,0.018134701,0.004577707,0.004577707,0.004417487,0.004417487,0.004577707,0.004257267,0.004257267,0.00016022,0.00016022,0.004577707,991,44.4818653,0,991,44.5,0,991,44,0,10,1
3,11,2,2,1001,49,999,48,999.5,48,0,2,1,1.595769122,1,1,inf,2,1,1,1,1,0,0,90,0,1,1,1,0.008651865,0.008651865,0.004325932,0.000167849,0.009700191,0.004409857,0.004409857,0.004325932,0.004325932,0.004409857,0.004242008,0.004242008,8.39E-05,8.39E-05,0.004409857,999.5097002,48,0,999.5,48,0,1000,48,0,11,1
3,12,1,1,1005,49,1004,48,1004,48,0,1,0,1.128379167,1,1,inf,0,0,1,1,1,0,0,45,0,1,1,1,0.004562448,0.004562448,0.004562448,0,0,0.004562448,0.004562448,0.004562448,0.004562448,0.004562448,0.004562448,0.004562448,0,0,0.004562448,1004,48,0,1004,48,0,1004,48,0,12,1
3,13,3,4,1014,50,1012,48,1012.666667,48.33333333,0.309207662,3,0.816496581,1.954410048,1,0.75,3.234072507,2.309401077,1.414213562,1,1,1,0.707106781,1.333333333,-45,3.414213562,1,1,1,0.016021973,0.016021973,0.004757,0.001075761,0.060271491,0.006668192,0.006668192,0.005340658,0.005340658,0.005752651,0.00451667,0.00451667,0.000947781,0.000947781,0.006668192,1012.718095,48.30190476,0,1012.666667,48.33333333,0,1013,48,0,13,1
3,14,4,4,987,50,985,48,985.5,48.5,0.318309886,4,0,2.256758334,1,1,3.141592654,2,1.414213562,1,1,1,1,2,45,4,1,1,1,0.020767529,0.020767529,0.005142291,0.000427253,0.046379786,0.005798428,0.005798428,0.005191882,0.005191882,0.005371176,0.004455634,0.004455634,0.000485944,0.000485944,0.005798428,985.4621602,48.52681853,0,985.5,48.5,0,985,49,0,14,1
3,15,2,2,991,55,990,53,990,53.5,0,2,1,1.595769122,1,1,inf,2,1,1,1,1,0,0,0,0,1,1,1,0.00950637,0.00950637,0.004753185,0.001144427,0.060192633,0.005325398,0.005325398,0.004753185,0.004753185,0.005325398,0.004180972,0.004180972,0.000572213,0.000572213,0.005325398,990,53.43980737,0,990,53.5,0,990,53,0,15,1
3,16,1,1,994,57,993,56,993,56,0,1,0,1.128379167,1,1,inf,0,0,1,1,1,0,0,45,0,1,1,1,0.005065995,0.005065995,0.005065995,0,0,0.005065995,0.005065995,0.005065995,0.005065995,0.005065995,0.005065995,0.005065995,0,0,0.005065995,993,56,0,993,56,0,993,56,0,16,1
3,17,2,2,1003,58,1002,56,1002,56.5,0,2,1,1.595769122,1,1,inf,2,1,1,1,1,0,0,0,0,1,1,1,0.008575572,0.008575572,0.004287786,0.000244144,0.014234873,0.004409858,0.004409858,0.004287786,0.004287786,0.004409858,0.004165714,0.004165714,0.000122072,0.000122072,0.004409858,1002,56.51423487,0,1002,56.5,0,1002,57,0,17,1
3,18,6,8,1006,59,1004,55,1004.666667,56.16666667,0.331572798,7,0.925274161,2.763953196,1,0.75,3.015928947,4.363338213,3.16227766,1,1,1,1,1.655009792,12.9331784,5,0.857142857,1,1,0.033020525,0.033020525,0.004730297,0.00109865,0.138312871,0.007171741,0.007171741,0.005503421,0.005503421,0.006073091,0.003967346,0.003967346,0.001166082,0.001166082,0.006759747,1004.755545,56.27264328,0,1004.666667,56.16666667,0,1005,57,0,18,1
3,19,3,4,990,61,988,59,988.3333333,59.33333333,0.309207662,3,0.816496581,1.954410048,1,0.75,3.234072507,2.309401077,1.414213562,1,1,1,0.707106781,1.333333333,45,3.414213562,1,1,1,0.013519493,0.013519493,0.004257267,0.000564584,0.037607207,0.005157549,0.005157549,0.004506498,0.004506498,0.004745556,0.004028382,0.004028382,0.000476924,0.000476924,0.005157549,988.2979684,59.32054177,0,988.3333333,59.33333333,0,988,59,0,19,1
3,20,4,4,996,62,994,60,994.5,60.5,0.318309886,4,0,2.256758334,1,1,3.141592654,2,1.414213562,1,1,1,1,2,45,4,1,1,1,0.021499961,0.021499961,0.005203326,0.000198368,0.031151126,0.005996795,0.005996795,0.00537499,0.00537499,0.005249104,0.005050736,0.005050736,0.000366435,0.000366435,0.005996795,994.4790632,60.47693398,0,994.5,60.5,0,994,60,0,20,1
3,21,1,1,1005,62,1004,61,1004,61,0,1,0,1.128379167,1,1,inf,0,0,1,1,1,0,0,45,0,1,1,1,0.004943923,0.004943923,0.004943923,0,0,0.004943923,0.004943923,0.004943923,0.004943923,0.004943923,0.004943923,0.004943923,0,0,0.004943923,1004,61,0,1004,61,0,1004,61,0,21,1
3,22,11,12,677,68,673,65,674.3636364,65.90909091,0.641158705,11,0.708443753,3.742410319,1,0.916666667,1.559676243,4.346129984,3.605551275,2,1.128564869,1,2,3.067356325,-74.92930722,9.414213562,1,1,0,0.049546047,0.06634623,0.004501412,0.001266499,0.149719025,0.008422981,0.010559243,0.005505116,0.006031475,0.005577173,0.004165713,0.004165713,0.001415645,0.001932368,0.007701992,674.2194112,65.86890526,0,674.3636364,65.90909091,0,674,66,0,22,2
3,23,3,4,683,67,681,65,681.6666667,65.66666667,0.309207662,3,0.816496581,1.954410048,1,0.75,3.234072507,2.309401077,1.414213562,1,1,1,0.707106781,1.333333333,45,3.414213562,1,1,1,0.013092241,0.013092241,0.004345007,0.000228886,0.02494284,0.004562448,0.004562448,0.00436408,0.00436408,0.004493782,0.004104677,0.004104677,0.000191803,0.000191803,0.004562448,681.6515151,65.68648022,0,681.6666667,65.66666667,0,681,66,0,23,2
3,24,1,1,677,69,676,68,676,68,0,1,0,1.128379167,1,1,inf,0,0,1,1,1,0,0,45,0,1,1,0,0.004180972,0.004180972,0.004180972,0,0,0.004180972,0.004180972,0.004180972,0.004180972,0.004180972,0.004180972,0.004180972,0,0,0.004180972,676,68,0,676,68,0,676,68,0,24,2
3,25,3,4,996,71,994,69,994.3333333,69.33333333,0.309207662,3,0.816496581,1.954410048,1,0.75,3.234072507,2.309401077,1.414213562,1,1,1,0.707106781,1.333333333,45,3.414213562,1,1,1,0.01434348,0.01434348,0.004737926,0.000465401,0.0374244,0.005188067,0.005188067,0.00478116,0.00478116,0.005043107,0.004257266,0.004257266,0.000388898,0.000388898,0.005188067,994.3414894,69.29680848,0,994.3333333,69.33333333,0,994,69,0,25,1
3,26,2,2,1004,72,1003,70,1003,70.5,0,2,1,1.595769122,1,1,inf,2,1,1,1,1,0,0,0,0,1,1,1,0.010864425,0.010864425,0.005432212,0.00125124,0.057584286,0.006057832,0.006057832,0.005432212,0.005432212,0.006057832,0.004806592,0.004806592,0.00062562,0.00062562,0.006057832,1003,70.44241571,0,1003,70.5,0,1003,70,0,26,1
3,27,30,48,674,74,666,68,669.1,70.46666667,1.06858688,36,0.805874122,6.180387232,1,0.625,0.935815345,8.340713078,7.615773106,2.236067977,1.318106792,1,4.767570632,4.938426966,-77.87224954,20.07106781,0.833333333,1,1,0.084794388,0.163530944,0.004432746,0.0009308,0.009768488,0.007080187,0.007980469,0.004710799,0.005451031,0.005294881,0.003967346,0.003967346,0.000703844,0.001270425,0.006858931,669.0976952,70.47615937,0,669.1,70.46666667,0,670,71,0,27,2
3,28,2,4,996,73,994,71,994.5,71.5,0,2,1,1.595769122,1,0.5,inf,2.828427125,1.414213562,1,1,1,0,0,45,0,1,1,0,0.008422979,0.008422979,0.00421149,0.000274663,0.023057871,0.004348821,0.004348821,0.00421149,0.00421149,0.004348821,0.004074158,0.004074158,0.000137331,0.000137331,0.004348821,994.5163044,71.48369562,0,994.5,71.5,0,995,71,0,28,1
3,29,3,4,681,75,679,73,679.3333333,73.33333333,0.309207662,3,0.816496581,1.954410048,1,0.75,3.234072507,2.309401077,1.414213562,1,1,1,0.707106781,1.333333333,45,3.414213562,1,1,1,0.013962005,0.013962005,0.004089418,0.000961318,0.062515173,0.005874723,0.005874723,0.004654002,0.004654002,0.005004959,0.003952087,0.003952087,0.000866411,0.000866411,0.005874723,679.2830601,73.29617488,0,679.3333333,73.33333333,0,679,73,0,29,2
3,30,34,63,666,78,659,69,661.4411765,72.44117647,1.147493494,37,0.862870134,6.579524642,1,0.53968254,0.871464636,9.61748365,8.94427191,2.236067977,1.350242998,1,4.225217038,4.86092334,-39.0853241,22.14213562,0.918918919,1,0,0.097062643,0.209277494,0.005035477,0.001129168,0.117014059,0.009765775,0.009765775,0.005392369,0.00615522,0.006103609,0.004074159,0.004074159,0.001405765,0.001511831,0.007103075,661.4463726,72.5580751,0,661.4411765,72.44117647,0,662,74,0,30,2
3,31,3,4,674,76,672,74,672.3333333,74.33333333,0.309207662,3,0.816496581,1.954410048,1,0.75,3.234072507,2.309401077,1.414213562,1,1,1,0.707106781,1.333333333,45,3.414213562,1,1,1,0.014175632,0.014175632,0.004554818,0.000389105,0.024739606,0.005172809,0.005172809,0.004725211,0.004725211,0.004890517,0.004394598,0.004394598,0.000328296,0.000328296,0.005172809,672.3250807,74.31001075,0,672.3333333,74.33333333,0,672,74,0,31,2
3,32,6,9,659,78,656,75,657.3333333,76.16666667,0.545664521,7,0.487950036,2.763953196,1,0.666666667,1.832627853,3.055050463,2.236067977,1,1,1,1.788854382,2.666666667,-63.43494882,6.414213562,0.857142857,1,1,0.029388878,0.029388878,0.004501412,0.000595101,0.030752009,0.00639353,0.00639353,0.004898146,0.004898146,0.004669261,0.0040589,0.0040589,0.000760659,0.000760659,0.005828946,657.3271028,76.13655244,0,657.3333333,76.16666667,0,657,76,0,32,2
3,33,35,64,668,81,660,73,663.8285714,76.28571429,1.111133049,41,0.632071745,6.675581178,1,0.546875,0.89998223,7.893001381,7.615773106,2.828427125,1.407370869,1,5.656854249,6.116364685,-34.12721173,22.10660172,0.853658537,1,1,0.109834441,0.271335932,0.005378805,0.002296483,0.159816059,0.009079118,0.013870451,0.00578076,0.007752455,0.007621882,0.004043641,0.004043641,0.001421831,0.002820268,0.009616998,663.681082,76.34726127,0,663.8285714,76.28571429,0,663,77,0,33,2
3,34,5,6,673,79,671,76,671.6,77.2,0.431532092,5,0.816496581,2.523132522,1,0.833333333,2.317324754,3.098386677,2.236067977,1,1,1,1,1.788854382,-18.43494882,5.207106781,1,1,1,0.02371252,0.02371252,0.004238194,0.000579843,0.015991964,0.005859464,0.005859464,0.004742504,0.004742504,0.004753185,0.004165713,0.004165713,0.000652929,0.000652929,0.005668727,671.6087516,77.1866152,0,671.6,77.2,0,672,77,0,34,2
3,35,2,2,659,82,658,80,658,80.5,0,2,1,1.595769122,1,1,inf,2,1,1,1,1,0,0,0,0,1,1,0,0.008194095,0.008194095,0.004097048,0.000167849,0.010242099,0.004180972,0.004180972,0.004097048,0.004097048,0.004180972,0.004013123,0.004013123,8.39E-05,8.39E-05,0.004180972,658,80.5102421,0,658,80.5,0,658,81,0,35,2
3,36,2,2,655,85,654,83,654,83.5,0,2,1,1.595769122,1,1,inf,2,1,1,1,1,0,0,0,0,1,1,1,0.009369039,0.009369039,0.004684519,0.000335698,0.017915285,0.004852368,0.004852368,0.004684519,0.004684519,0.004852368,0.00451667,0.00451667,0.000167849,0.000167849,0.004852368,654,83.51791529,0,654,83.5,0,654,84,0,36,2
3,37,3,4,675,89,673,87,673.6666667,87.66666667,0.309207662,3,0.816496581,1.954410048,1,0.75,3.234072507,2.309401077,1.414213562,1,1,1,0.707106781,1.333333333,45,3.414213562,1,1,1,0.019089037,0.019089037,0.005668727,0.001518272,0.071398583,0.008133058,0.008133058,0.006363012,0.006363012,0.006996261,0.005096514,0.005096514,0.001289786,0.001289786,0.008133058,673.6930456,87.73301357,0,673.6666667,87.66666667,0,674,88,0,37,2
3,38,1,1,460,103,459,102,459,102,0,1,0,1.128379167,1,1,inf,0,0,1,1,1,0,0,45,0,1,1,0,0.00421149,0.00421149,0.00421149,0,0,0.00421149,0.00421149,0.00421149,0.00421149,0.00421149,0.00421149,0.00421149,0,0,0.00421149,459,102,0,459,102,0,459,102,0,38,3
3,39,6,9,459,105,456,102,456.8333333,103.1666667,0.516863141,6,0.674199862,2.763953196,1,0.666666667,1.934748137,3.12694384,2.236067977,1.414213562,1.069035594,1,1.414213562,2.309401077,45,6.242640687,1,1,0,0.022323948,0.027237353,0.004486152,0.000244144,0.03334393,0.004715038,0.004913405,0.00446479,0.004539559,0.004654001,0.003982604,0.003982604,0.0002621,0.000291889,0.004814221,456.8212885,103.1977591,0,456.8333333,103.1666667,0,457,103,0,39,3
3,40,50,80,457,111,449,101,452.74,105.98,1.087682794,55,0.733130946,7.978845608,1,0.625,0.919385694,9.818530073,9.219544457,3.16227766,1.634547877,1.414213562,6.499336836,6.677459636,2.387697938,26.14213562,0.909090909,1,1,0.101197831,0.284458685,0.004455634,0.00062562,0.14911414,0.005447471,0.010528725,0.004599901,0.005689174,0.004943923,0.004089418,0.004089418,0.000314126,0.00162373,0.006507972,452.7204699,106.1278296,0,452.74,105.98,0,453,106,0,40,3
3,41,7,9,451,110,448,107,448.7142857,108,0.530070278,7,0.377964473,2.985410661,1,0.777777778,1.886542296,3.023715784,2.236067977,1.414213562,1.059173366,1,2,2.799416849,0,6.828427125,1,1,1,0.029022659,0.034882124,0.004467078,0.000610361,0.03288543,0.006027313,0.006027313,0.00483711,0.004983161,0.004936294,0.004196231,0.004196231,0.000633264,0.000686818,0.005901427,448.6889764,107.9790026,0,448.7142857,108,0,448,108,0,41,3
3,42,10,16,451,116,447,112,448.5,113.8,0.591476782,12,0.865434593,3.568248232,1,0.625,1.690683441,5.070203363,4.242640687,1.414213562,1.041421356,1,2.121320344,2.540283028,-47.14457666,8.621320344,0.833333333,1,0,0.043503471,0.049393453,0.004631113,0.000427253,0.032760658,0.005966278,0.005966278,0.004833719,0.004939345,0.005004959,0.003982604,0.003982604,0.000552882,0.000612799,0.005554284,448.5202348,113.8257646,0,448.5,113.8,0,449,114,0,42,3
3,43,11,16,453,118,449,114,450.8181818,115.5454545,0.698820271,13,0.591732789,3.742410319,1,0.6875,1.430983103,4.237100656,3.605551275,1.414213562,1.075311557,1,2.683281573,3.415671638,37.68956301,9.828427125,0.846153846,1,0,0.045609215,0.057816433,0.004966812,0.000663767,0.051321541,0.005966278,0.006118868,0.005067691,0.005256039,0.005172808,0.004348821,0.004348821,0.000511649,0.000611448,0.005996796,450.8474532,115.503299,0,450.8181818,115.5454545,0,451,116,0,43,3
3,44,52,90,461,118,451,109,455.1730769,113.3269231,1.278107249,63,0.521576941,8.13685789,1,0.577777778,0.782406954,9.272855163,9.486832981,3.16227766,1.533219113,1.207106781,7.427813527,7.911639449,-89.28974748,28.89949494,0.825396825,1,1,0.125886929,0.291447312,0.004882887,0.000732432,0.082353291,0.005813687,0.008392463,0.004841805,0.005604756,0.005294881,0.004043641,0.004043641,0.000489896,0.001024387,0.006485084,455.0950262,113.3531937,0,455.1730769,113.3269231,0,455,115,0,44,3
3,45,9,12,457,121,453,118,454.6666667,118.8888889,0.600731442,9,0.69458752,3.385137501,1,0.75,1.664637356,3.885753375,3.16227766,1.414213562,1.092047458,1,2,2.795442891,-69.69935268,8.242640687,1,1,0,0.036362248,0.04898146,0.004634928,0.000839246,0.054564678,0.006256199,0.006942855,0.005194607,0.005442384,0.005760281,0.004043641,0.004043641,0.00089336,0.000961628,0.006218051,454.6345794,118.9330218,0,454.6666667,118.8888889,0,455,119,0,45,3
3,46,29,49,453,123,446,116,448.3793103,119.0344828,1.155530359,34,0.437841285,6.07650778,1,0.591836735,0.865403485,6.760397927,6.708203932,2.236067977,1.300736185,1,5.570860145,6.077951196,-88.63092674,20.52081528,0.852941176,1,0,0.078431373,0.156801708,0.004402228,0.000862135,0.084474295,0.005844206,0.008133059,0.00461361,0.005406955,0.005088884,0.004013123,0.004013123,0.000579062,0.001282317,0.006263828,448.3620086,119.1171662,0,448.3793103,119.0344828,0,448,120,0,46,3
3,47,2,2,1079,183,1077,182,1077.5,182,0,2,1,1.595769122,1,1,inf,2,1,1,1,1,0,0,90,0,1,1,1,0.009140153,0.009140153,0.004570077,0.000228885,0.012520831,0.004684519,0.004684519,0.004570077,0.004570077,0.004684519,0.004455634,0.004455634,0.000114442,0.000114442,0.004684519,1077.487479,182,0,1077.5,182,0,1077,182,0,47,4
3,48,4,4,602,185,600,183,600.5,183.5,0.318309886,4,0,2.256758334,1,1,3.141592654,2,1.414213562,1,1,1,1,2,45,4,1,1,1,0.023956664,0.023956664,0.005813687,0.001541161,0.096313226,0.00764477,0.00764477,0.005989166,0.005989166,0.006103609,0.004394598,0.004394598,0.001154075,0.001154075,0.00764477,600.5738854,183.4382166,0,600.5,183.5,0,601,183,0,48,5
3,49,2,2,573,187,572,185,572,185.5,0,2,1,1.595769122,1,1,inf,2,1,1,1,1,0,0,0,0,1,1,1,0.010055696,0.010055696,0.005027848,0.00172427,0.085735996,0.005889983,0.005889983,0.005027848,0.005027848,0.005889983,0.004165713,0.004165713,0.000862135,0.000862135,0.005889983,572,185.414264,0,572,185.5,0,572,185,0,49,5
3,50,2,2,564,194,562,193,562.5,193,0,2,1,1.595769122,1,1,inf,2,1,1,1,1,0,0,90,0,1,1,1,0.011230641,0.011230641,0.005615321,9.16E-05,0.004076066,0.005661097,0.005661097,0.005615321,0.005615321,0.005661097,0.005569544,0.005569544,4.58E-05,4.58E-05,0.005661097,562.4959239,193,0,562.5,193,0,562,193,0,50,5
3,51,4,6,610,196,607,194,608,194.75,0.424876091,4,0.790569415,2.256758334,1,0.666666667,2.353627376,2.828427125,2,1,1,1,1,1.732050808,90,4.621320344,1,1,1,0.018844889,0.018844889,0.003936827,0.00030518,0.02489878,0.006729227,0.006729227,0.004711222,0.004711222,0.004242008,0.003936827,0.003936827,0.001171738,0.001171738,0.006729227,608,194.7748988,0,608,194.75,0,608,195,0,51,5
3,52,9,12,602,203,598,200,599.4444444,200.6666667,0.513579949,10,0.786283936,3.385137501,1,0.75,1.947116515,4.277662732,3.16227766,1.414213562,1.046023729,1,2,2.643019518,-83.95262146,7.621320344,0.9,1,1,0.044068054,0.054566261,0.004612039,0.001045243,0.123796254,0.00827039,0.010498207,0.005508507,0.006062918,0.005523765,0.004272526,0.004272526,0.001270033,0.001973002,0.007846952,599.3310962,200.716443,0,599.4444444,200.6666667,0,599,201,0,52,5
3,53,4,6,598,208,596,205,596.75,206,0.424876091,4,0.790569415,2.256758334,1,0.666666667,2.353627376,2.828427125,2,1,1,1,1,1.732050808,0,4.621320344,1,1,1,0.027206834,0.027206834,0.006012054,0.002121003,0.065673787,0.010528725,0.010528725,0.006801709,0.006801709,0.006393529,0.004272526,0.004272526,0.002295516,0.002295516,0.010528725,596.7650028,206.0639372,0,596.75,206,0,597,206,0,53,5
3,54,4,4,597,211,595,209,595.5,209.5,0.318309886,4,0,2.256758334,1,1,3.141592654,2,1.414213562,1,1,1,1,2,45,4,1,1,1,0.028137634,0.028137634,0.006332493,0.001495384,0.103682741,0.008911268,0.008911268,0.007034408,0.007034408,0.007827877,0.005065995,0.005065995,0.001459412,0.001459412,0.008911268,595.4050976,209.458243,0,595.5,209.5,0,595,209,0,54,5
3,55,2,2,586,211,584,210,584.5,210,0,2,1,1.595769122,1,1,inf,2,1,1,1,1,0,0,90,0,1,1,1,0.008621347,0.008621347,0.004310674,0.000686656,0.039822996,0.004654001,0.004654001,0.004310674,0.004310674,0.004654001,0.003967346,0.003967346,0.000343328,0.000343328,0.004654001,584.539823,210,0,584.5,210,0,585,210,0,55,5
3,56,4,4,597,214,595,212,595.5,212.5,0.318309886,4,0,2.256758334,1,1,3.141592654,2,1.414213562,1,1,1,1,2,45,4,1,1,1,0.03115892,0.03115892,0.006942854,0.001434349,0.063663095,0.009124895,0.009124895,0.00778973,0.00778973,0.008377203,0.006713969,0.006713969,0.001000281,0.001000281,0.009124895,595.4843291,212.5617042,0,595.5,212.5,0,595,213,0,56,5
3,57,8,9,618,215,615,212,615.875,213.125,0.546802299,8,0.612372436,3.191538243,1,0.888888889,1.828814549,3.464101615,2.828427125,1.414213562,1.051776695,1,2,2.738612788,-45,7.414213562,1,1,1,0.03729305,0.045807585,0.004943923,0.00140383,0.05977806,0.007400626,0.008514535,0.005327579,0.005725948,0.005661097,0.004104677,0.004104677,0.001040125,0.001434404,0.007400626,615.8394404,213.0769487,0,615.875,213.125,0,616,213,0,57,5
